Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 5)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 6)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 7)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 6)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 7)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
110,29824.48333333,,,,,,,,906.0,,,,,,,,1000.0,1000.0,27489100.0,4180.0,1
115,31309.9,,,,,,,,980.0,,,,,,,,1000.0,1000.0,30940521.0,6556.0,1
120,30106.0,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,34068000.0,4529.0,1
125,29416.0,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,23859121.0,5480.0,1
130,25071.1,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,27217231.0,3969.0,1
135,25329.71666666,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,30119767.0,5437.0,1
140,24577.316666659997,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,33578769.0,4427.0,1
145,24152.0,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,24494207.0,5880.0,1
150,21539.45,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,27209349.0,3631.0,1
155,19506.5,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,30386607.0,4965.0,1
160,19554.08333333,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,33428737.0,5175.0,1
165,20636.63333333,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,24038794.0,5149.0,1
170,20110.11666666,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,27650497.0,3544.0,1
175,19762.2,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,30365986.0,5545.0,1
180,20323.6,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,34444516.0,4890.0,1
185,20037.45,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,24104484.0,5404.0,1
190,19936.83333333,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,27322306.0,3717.0,1
195,20231.93333333,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,30774416.0,5309.0,1
200,20275.03333333,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,34589125.0,5445.0,1
205,19695.91666666,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,24015196.0,5325.0,1
210,20311.55,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,27700295.0,3659.0,1
215,20204.71666666,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,31021829.0,5650.0,1
220,20070.88333333,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,34028901.0,4994.0,1
225,19910.13333333,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,23928486.0,4885.0,1
230,19749.8,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,27113014.0,4590.0,1
235,20446.266666659998,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,27113014.0,4939.0,1
240,19853.78333333,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,31044332.0,4939.0,1
245,20251.91666666,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,24660756.0,5848.0,1
250,20124.86666666,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,27918579.0,4009.0,1
255,20217.8,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,27918579.0,5509.0,1
260,19816.1,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,31724304.0,5509.0,1
265,19815.68333333,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,23616235.0,5461.0,1
270,19976.816666659997,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,23616235.0,3652.0,1
275,20271.08333333,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,27456641.0,3652.0,1
280,20192.85,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,31397630.0,5254.0,1
285,19628.066666659997,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,34626694.0,5455.0,1
290,18017.91666666,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,34626694.0,5073.0,1
295,16032.8,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,4482327.0,5073.0,1
300,,,,,,,,,,,,,,,,,,,,3028.0,0
325,0.0,0.0,,,,,,,1000.0,1000.0,,,,,,,0.0,0.0,-1.0,-1.0,2
330,3086.3166666666,3106.85,,,,,,,848.0,997.0,,,,,,,630.0,629.0,10667351.0,-1.0,2
335,4584.08333333,4751.23333333,,,,,,,884.0,999.0,,,,,,,882.0,883.0,15803164.0,3300.0,2
340,5615.33333333,6692.21666666,,,,,,,923.0,971.0,,,,,,,925.0,926.0,20583685.0,2515.0,2
345,7352.41666666,7633.38333333,,,,,,,942.0,958.0,,,,,,,1000.0,1000.0,8766539.0,4254.0,2
350,9149.43333333,9231.33333333,,,,,,,954.0,951.0,,,,,,,1000.0,1000.0,15765139.0,1582.0,2
355,9934.1,10841.66666666,,,,,,,962.0,946.0,,,,,,,1000.0,1000.0,19678282.0,4049.0,2
360,11219.25,11749.06666666,,,,,,,967.0,947.0,,,,,,,1000.0,1000.0,9453674.0,2953.0,2
365,12195.16666666,13507.53333333,,,,,,,971.0,950.0,,,,,,,1000.0,1000.0,9453674.0,1350.0,2
370,13857.33333333,14694.05,,,,,,,975.0,953.0,,,,,,,1000.0,1000.0,19229990.0,1350.0,2
375,15492.41666666,15609.23333333,,,,,,,977.0,953.0,,,,,,,1000.0,1000.0,20335346.0,2572.0,2
380,17293.18333333,17652.58333333,,,,,,,979.0,950.0,,,,,,,1000.0,1000.0,12836050.0,4093.0,2
385,18505.21666666,19002.08333333,,,,,,,981.0,951.0,,,,,,,1000.0,1000.0,18429299.0,2261.0,2
390,16892.76666666,17194.81666666,,,,,,,994.0,951.0,,,,,,,1000.0,1000.0,22718739.0,4089.0,2
395,16799.55,16681.83333333,,,,,,,1000.0,946.0,,,,,,,1000.0,1000.0,8031739.0,3392.0,2
400,17135.68333333,16842.53333333,,,,,,,1000.0,948.0,,,,,,,1000.0,1000.0,19815478.0,1504.0,2
405,16582.7,17148.15,,,,,,,1000.0,950.0,,,,,,,1000.0,1000.0,24540752.0,3138.0,2
410,16579.73333333,16696.18333333,,,,,,,1000.0,953.0,,,,,,,1000.0,1000.0,11663292.0,2273.0,2
415,17495.33333333,16859.65,,,,,,,1000.0,959.0,,,,,,,1000.0,1000.0,15028149.0,2993.0,2
420,17247.33333333,17594.83333333,,,,,,,1000.0,962.0,,,,,,,1000.0,1000.0,21763220.0,2345.0,2
425,17558.13333333,16818.31666666,,,,,,,1000.0,958.0,,,,,,,1000.0,1000.0,9130728.0,4217.0,2
430,17856.48333333,17120.03333333,,,,,,,1000.0,954.0,,,,,,,1000.0,1000.0,16078031.0,1286.0,2
435,17497.26666666,18030.25,,,,,,,1000.0,958.0,,,,,,,1000.0,1000.0,18881435.0,3387.0,2
440,16969.33333333,17428.63333333,,,,,,,1000.0,964.0,,,,,,,1000.0,1000.0,10585040.0,2674.0,2
445,17047.46666666,16971.45,,,,,,,1000.0,967.0,,,,,,,1000.0,1000.0,12941857.0,1578.0,2
450,17248.81666666,17121.55,,,,,,,1000.0,966.0,,,,,,,1000.0,1000.0,19274388.0,1749.0,2
455,17414.05,17707.41666666,,,,,,,1000.0,971.0,,,,,,,1000.0,1000.0,11576035.0,4110.0,2
460,17196.05,17556.75,,,,,,,1000.0,974.0,,,,,,,1000.0,1000.0,11576035.0,1355.0,2
465,17395.21666666,16998.23333333,,,,,,,1000.0,975.0,,,,,,,1000.0,1000.0,20292895.0,1355.0,2
470,17703.71666666,17667.41666666,,,,,,,1000.0,978.0,,,,,,,1000.0,1000.0,28104756.0,2216.0,2
475,17151.25,17608.81666666,,,,,,,1000.0,978.0,,,,,,,1000.0,1000.0,14412840.0,4987.0,2
480,17275.7,17685.95,,,,,,,1000.0,975.0,,,,,,,1000.0,1000.0,14412840.0,1988.0,2
485,17477.08333333,17152.91666666,,,,,,,1000.0,981.0,,,,,,,1000.0,1000.0,21785518.0,1988.0,2
490,16497.1,18055.96666666,,,,,,,1000.0,978.0,,,,,,,1000.0,1000.0,11316215.0,4353.0,2
495,18049.03333333,18225.83333333,,,,,,,1000.0,971.0,,,,,,,1000.0,1000.0,18024439.0,1887.0,2
500,18502.08333333,18546.43333333,,,,,,,1000.0,964.0,,,,,,,1000.0,1000.0,18024439.0,1920.0,2
505,18692.65,18583.58333333,,,,,,,1000.0,964.0,,,,,,,1000.0,1000.0,8024444.0,1920.0,2
510,18964.46666666,19047.58333333,,,,,,,1000.0,965.0,,,,,,,1000.0,1000.0,15127218.0,1566.0,2
515,18236.266666659998,19142.71666666,,,,,,,999.0,965.0,,,,,,,1000.0,1000.0,19550469.0,3892.0,2
520,18429.566666659997,18335.066666659997,,,,,,,999.0,965.0,,,,,,,1000.0,1000.0,10712621.0,3169.0,2
525,18828.266666659998,18693.75,,,,,,,999.0,968.0,,,,,,,1000.0,1000.0,14625048.0,3002.0,2
530,18263.75,18410.36666666,,,,,,,998.0,969.0,,,,,,,1000.0,1000.0,20355651.0,2236.0,2
535,18300.68333333,18666.566666659997,,,,,,,994.0,969.0,,,,,,,1000.0,1000.0,9071475.0,3964.0,2
540,18667.13333333,18791.36666666,,,,,,,994.0,973.0,,,,,,,1000.0,1000.0,9071475.0,1336.0,2
545,18587.2,18876.88333333,,,,,,,994.0,973.0,,,,,,,1000.0,1000.0,18896603.0,1336.0,2
550,19535.61666666,18176.93333333,,,,,,,994.0,982.0,,,,,,,1000.0,1000.0,21693707.0,2168.0,2
555,17976.2,18031.86666666,,,,,,,994.0,989.0,,,,,,,1000.0,1000.0,9514849.0,4323.0,2
560,17334.2,17789.0,,,,,,,994.0,997.0,,,,,,,1000.0,1000.0,14020881.0,1750.0,2
565,17917.816666659997,18038.6,,,,,,,990.0,997.0,,,,,,,1000.0,1000.0,23889211.0,4058.0,2
570,17431.316666659997,17530.91666666,,,,,,,990.0,997.0,,,,,,,1000.0,1000.0,11824262.0,3045.0,2
575,17676.8,17476.566666659997,,,,,,,992.0,993.0,,,,,,,1000.0,1000.0,15962977.0,3548.0,2
580,17835.516666659998,18219.41666666,,,,,,,992.0,996.0,,,,,,,1000.0,1000.0,22056732.0,2514.0,2
585,17498.11666666,17587.016666659998,,,,,,,988.0,996.0,,,,,,,1000.0,1000.0,10074085.0,4551.0,2
590,17571.233333329998,17669.41666666,,,,,,,977.0,996.0,,,,,,,1000.0,1000.0,15449078.0,1480.0,2
595,17732.43333333,17437.05,,,,,,,978.0,996.0,,,,,,,1000.0,1000.0,21123734.0,4052.0,2
600,17859.16666666,16860.38333333,,,,,,,971.0,997.0,,,,,,,1000.0,1000.0,23728415.0,3590.0,2
605,17682.63333333,17589.11666666,,,,,,,971.0,997.0,,,,,,,1000.0,1000.0,14557985.0,2861.0,2
610,16891.983333329998,17879.25,,,,,,,969.0,993.0,,,,,,,1000.0,1000.0,18763469.0,2590.0,2
615,17319.516666659998,17109.53333333,,,,,,,969.0,993.0,,,,,,,1000.0,1000.0,25985613.0,1984.0,2
620,17571.25,16708.483333329998,,,,,,,969.0,993.0,,,,,,,1000.0,1000.0,10288826.0,4659.0,2
625,17137.86666666,17247.7,,,,,,,973.0,993.0,,,,,,,1000.0,1000.0,18793531.0,1596.0,2
630,17163.2,17377.93333333,,,,,,,973.0,993.0,,,,,,,1000.0,1000.0,24283296.0,2988.0,2
635,17211.766666659998,17323.68333333,,,,,,,972.0,997.0,,,,,,,1000.0,1000.0,11637126.0,2784.0,2
640,17311.1,16596.266666659998,,,,,,,968.0,997.0,,,,,,,1000.0,1000.0,15111194.0,2873.0,2
645,17485.08333333,17529.9,,,,,,,972.0,993.0,,,,,,,1000.0,1000.0,24656394.0,2297.0,2
650,17121.83333333,18250.18333333,,,,,,,983.0,990.0,,,,,,,1000.0,1000.0,10002701.0,3349.0,2
655,17058.95,17648.68333333,,,,,,,986.0,990.0,,,,,,,1000.0,1000.0,10002701.0,1574.0,2
660,,,,,,,,,,,,,,,,,,,,1574.0,0
685,0.0,0.0,0.0,,,,,,1000.0,1000.0,1000.0,,,,,,0.0,0.0,-1.0,-1.0,3
690,980.3,960.6166666666,1294.2833333333,,,,,,853.0,306.0,226.0,,,,,,612.0,610.0,14441907.0,-1.0,3
695,3248.65,3271.8833333333,3165.7166666666,,,,,,923.0,598.0,570.0,,,,,,796.0,810.0,23533460.0,1209.0,3
700,4712.45,4519.88333333,4586.33333333,,,,,,927.0,732.0,693.0,,,,,,903.0,919.0,21114829.0,2124.0,3
705,6377.16666667,5886.41666667,6199.016666670001,,,,,,907.0,799.0,736.0,,,,,,907.0,923.0,8042011.0,2386.0,3
710,7569.66666666,7278.03333333,7363.733333329999,,,,,,925.0,839.0,771.0,,,,,,921.0,935.0,13439809.0,1595.0,3
715,9126.83333333,8655.883333329999,8857.85,,,,,,928.0,866.0,795.0,,,,,,915.0,930.0,18777082.0,2366.0,3
720,10077.96666666,9588.95,9804.283333329999,,,,,,938.0,885.0,823.0,,,,,,926.0,938.0,20563082.0,2750.0,3
725,11691.58333333,11355.08333333,11434.81666666,,,,,,944.0,900.0,833.0,,,,,,938.0,949.0,11072914.0,5418.0,3
730,12884.85,12693.91666666,12607.383333329999,,,,,,950.0,909.0,842.0,,,,,,938.0,947.0,14573846.0,2260.0,3
735,14177.81666666,14506.06666666,14014.58333333,,,,,,948.0,918.0,851.0,,,,,,949.0,955.0,7844007.0,2421.0,3
740,15533.55,15557.533333329999,15108.866666659998,,,,,,951.0,925.0,859.0,,,,,,965.0,976.0,13201731.0,2416.0,3
745,16941.13333333,17064.15,16631.25,,,,,,954.0,931.0,864.0,,,,,,971.0,984.0,18861514.0,2835.0,3
750,17392.8,17529.46666666,16582.55,,,,,,960.0,989.0,924.0,,,,,,1000.0,1000.0,19624381.0,3149.0,3
755,16171.383333329999,16570.516666659998,16143.633333329999,,,,,,960.0,999.0,930.0,,,,,,995.0,1000.0,14323673.0,4199.0,3
760,16441.61666666,16656.066666659997,15990.516666659998,,,,,,962.0,999.0,928.0,,,,,,993.0,1000.0,19825918.0,1832.0,3
765,15933.283333329999,16931.1,15504.0,,,,,,968.0,999.0,932.0,,,,,,999.0,1000.0,24549920.0,3505.0,3
770,16514.7,16651.63333333,16401.61666666,,,,,,964.0,999.0,935.0,,,,,,1000.0,1000.0,8026114.0,4298.0,3
775,16051.866666659998,16992.766666659998,15540.466666659999,,,,,,968.0,997.0,939.0,,,,,,1000.0,1000.0,17377375.0,2580.0,3
780,16545.1,17318.91666666,16197.58333333,,,,,,969.0,997.0,937.0,,,,,,1000.0,1000.0,18585796.0,1681.0,3
785,16190.33333333,17173.0,15698.7,,,,,,963.0,997.0,939.0,,,,,,1000.0,1000.0,9371711.0,2653.0,3
790,16484.566666659997,16942.2,16455.816666659997,,,,,,956.0,999.0,940.0,,,,,,1000.0,1000.0,14128557.0,3157.0,3
795,16898.13333333,16504.03333333,16225.3,,,,,,957.0,999.0,943.0,,,,,,1000.0,1000.0,19055110.0,3482.0,3
800,16431.5,17134.5,16210.1,,,,,,959.0,996.0,938.0,,,,,,1000.0,1000.0,7513850.0,3787.0,3
805,16581.66666666,16783.43333333,15978.116666659998,,,,,,957.0,995.0,942.0,,,,,,1000.0,1000.0,14223967.0,1257.0,3
810,16386.43333333,17158.45,15926.16666666,,,,,,956.0,995.0,942.0,,,,,,1000.0,1000.0,20266242.0,2342.0,3
815,16879.33333333,17067.86666666,16009.55,,,,,,950.0,995.0,943.0,,,,,,1000.0,1000.0,9512076.0,2587.0,3
820,16230.85,17046.066666659997,15988.533333329999,,,,,,954.0,995.0,950.0,,,,,,1000.0,1000.0,15642247.0,2218.0,3
825,16467.8,16527.016666659998,16595.71666666,,,,,,960.0,995.0,945.0,,,,,,1000.0,1000.0,21784729.0,2559.0,3
830,16046.05,16838.63333333,15307.883333329999,,,,,,965.0,994.0,950.0,,,,,,1000.0,1000.0,9531606.0,2772.0,3
835,16781.55,16795.483333329998,16427.66666666,,,,,,964.0,996.0,952.0,,,,,,1000.0,1000.0,16223473.0,2118.0,3
840,16753.93333333,17408.63333333,16189.8,,,,,,960.0,996.0,949.0,,,,,,1000.0,1000.0,16223473.0,2834.0,3
845,16725.983333329998,16893.733333329998,16292.43333333,,,,,,962.0,996.0,948.0,,,,,,1000.0,1000.0,22765758.0,2834.0,3
850,16647.316666659997,16905.266666659998,15763.6,,,,,,970.0,995.0,945.0,,,,,,1000.0,1000.0,10310377.0,4777.0,3
855,16133.4,17237.15,15699.016666659998,,,,,,972.0,993.0,943.0,,,,,,1000.0,1000.0,18806254.0,2930.0,3
860,16464.316666659997,16614.15,15780.66666666,,,,,,972.0,996.0,949.0,,,,,,1000.0,1000.0,25002703.0,1961.0,3
865,16573.233333329998,16634.41666666,16112.533333329999,,,,,,975.0,993.0,947.0,,,,,,1000.0,1000.0,9677792.0,3109.0,3
870,16668.233333329998,16419.05,16418.066666659997,,,,,,978.0,993.0,946.0,,,,,,1000.0,1000.0,23956879.0,1598.0,3
875,16295.7,16620.55,15791.73333333,,,,,,985.0,992.0,943.0,,,,,,998.0,1000.0,29718519.0,2061.0,3
880,16658.1,16840.316666659997,15994.15,,,,,,980.0,992.0,938.0,,,,,,1000.0,1000.0,10962332.0,3188.0,3
885,16671.41666666,17105.11666666,15632.466666659999,,,,,,976.0,992.0,944.0,,,,,,992.0,1000.0,18568392.0,1732.0,3
890,16512.61666666,17087.566666659997,16015.033333329999,,,,,,972.0,993.0,936.0,,,,,,1000.0,1000.0,24854484.0,4026.0,3
895,16050.8,16644.41666666,15596.616666659998,,,,,,970.0,993.0,931.0,,,,,,1000.0,1000.0,9814310.0,4307.0,3
900,16885.21666666,16460.1,16490.53333333,,,,,,963.0,993.0,926.0,,,,,,1000.0,1000.0,18595365.0,1436.0,3
905,16907.83333333,17192.25,16406.6,,,,,,964.0,993.0,930.0,,,,,,998.0,987.0,25156431.0,2511.0,3
910,17075.4,17229.43333333,16574.28333333,,,,,,950.0,994.0,931.0,,,,,,1000.0,990.0,10310715.0,2974.0,3
915,17134.566666659997,17012.6,16638.316666659997,,,,,,947.0,996.0,931.0,,,,,,996.0,986.0,16182316.0,2256.0,3
920,16893.2,17610.13333333,16470.266666659998,,,,,,942.0,996.0,932.0,,,,,,981.0,970.0,21522603.0,2825.0,3
925,16606.83333333,17461.016666659998,16363.95,,,,,,937.0,995.0,935.0,,,,,,1000.0,1000.0,24367402.0,2836.0,3
930,16736.33333333,17517.4,16064.75,,,,,,935.0,995.0,934.0,,,,,,1000.0,1000.0,10471944.0,3822.0,3
935,17056.316666659997,17704.55,16838.3,,,,,,934.0,996.0,928.0,,,,,,1000.0,1000.0,22833982.0,2890.0,3
940,17188.33333333,17146.63333333,16734.41666666,,,,,,939.0,992.0,924.0,,,,,,1000.0,1000.0,25805401.0,3471.0,3
945,16733.7,17366.4,16274.75,,,,,,944.0,992.0,923.0,,,,,,1000.0,1000.0,8735124.0,3815.0,3
950,17173.38333333,17161.2,16714.03333333,,,,,,944.0,992.0,929.0,,,,,,1000.0,1000.0,14849664.0,2827.0,3
955,16969.4,17597.1,16927.66666666,,,,,,947.0,992.0,933.0,,,,,,1000.0,1000.0,22086361.0,1607.0,3
960,16274.15,16950.11666666,15863.56666666,,,,,,956.0,992.0,940.0,,,,,,1000.0,1000.0,8910897.0,3419.0,3
965,16203.366666659998,16740.63333333,15744.016666659998,,,,,,951.0,992.0,935.0,,,,,,1000.0,1000.0,15685919.0,1499.0,3
970,15732.75,16837.61666666,15686.75,,,,,,965.0,992.0,933.0,,,,,,1000.0,1000.0,22285271.0,1982.0,3
975,16548.2,16479.566666659997,16175.41666666,,,,,,971.0,992.0,932.0,,,,,,1000.0,1000.0,12054091.0,4232.0,3
980,16738.816666659997,16952.266666659998,16413.66666666,,,,,,976.0,990.0,934.0,,,,,,1000.0,1000.0,19058641.0,2291.0,3
985,16784.55,17286.6,16113.366666659998,,,,,,982.0,994.0,932.0,,,,,,1000.0,1000.0,25122999.0,3979.0,3
990,16287.1,16754.95,15851.0,,,,,,986.0,995.0,933.0,,,,,,1000.0,1000.0,30094626.0,4287.0,3
995,16495.016666659998,16324.966666659999,15811.8,,,,,,980.0,995.0,938.0,,,,,,1000.0,1000.0,13746132.0,4328.0,3
1000,16065.25,17056.18333333,15833.5,,,,,,980.0,998.0,946.0,,,,,,1000.0,1000.0,20410245.0,2021.0,3
1005,16643.66666666,16733.43333333,16282.16666666,,,,,,975.0,998.0,949.0,,,,,,1000.0,1000.0,24768170.0,2804.0,3
1010,16323.8,17146.95,15866.516666659998,,,,,,978.0,998.0,944.0,,,,,,1000.0,1000.0,12250507.0,3257.0,3
1015,16769.18333333,16712.11666666,16206.15,,,,,,970.0,998.0,934.0,,,,,,1000.0,1000.0,,3987.0,3
1020,,,,,,,,,,,,,,,,,,,,,0
1045,0.0,0.0,0.0,0.0,,,,,1000.0,1000.0,1000.0,,,,,,0.0,0.0,-1.0,-1.0,4
1050,1257.2833333333,1016.6666666666,1286.45,0.0,,,,,880.0,714.0,673.0,1000.0,,,,,1000.0,1000.0,9250301.0,-1.0,4
1055,2509.8333333333,2237.1833333332997,2595.2833333332997,1109.0166666666,,,,,901.0,803.0,792.0,1000.0,,,,,1000.0,991.0,17425891.0,2810.0,4
1060,3712.08333333,3766.53333333,3805.73333333,2546.1666666666,,,,,918.0,822.0,839.0,1000.0,,,,,964.0,955.0,25656886.0,2152.0,4
1065,4955.23333333,4857.36666667,5077.18333333,3797.06666667,,,,,938.0,856.0,872.0,1000.0,,,,,1000.0,1000.0,12184105.0,2573.0,4
1070,6227.383333329999,5966.53333333,6377.766666670001,4991.05,,,,,946.0,865.0,877.0,998.0,,,,,1000.0,996.0,20165443.0,2677.0,4
1075,7522.06666666,7232.53333333,7697.41666666,6270.866666670001,,,,,951.0,880.0,897.0,998.0,,,,,987.0,977.0,27721984.0,3416.0,4
