,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1737805425000,10.0,19.0,,,,1.0,0.0,0.0,9.0,1.0,,,,0.0,10.0,10.0,2560000.0,143.0,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805430000,9.0,18.0,,,,0.0,0.0,0.0,8.0,0.0,,,,0.0,9.0,9.0,0.0,164.0,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805435000,0.0,3.0,,,,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,213.0,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805440000,,,,,,,,,,,,,,,,,,,,,,,,
1737805460000,0.0,0.0,19.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,12.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805465000,9.0,9.0,19.0,,,0.0,0.0,0.0,11.0,0.0,0.0,,,0.0,9.0,9.0,26.0,43.0,153.0,,,65.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805470000,1.0,17.0,19.0,,,0.0,0.0,0.0,9.0,0.0,0.0,,,0.0,9.0,1.0,39.0,72.0,45.0,,,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805475000,9.0,19.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,266823000.0,91.0,44.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805480000,9.0,12.0,19.0,,,0.0,0.0,0.0,12.0,0.0,1.0,,,0.0,9.0,9.0,26.0,120.0,15.0,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805485000,9.0,15.0,19.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,23661000.0,5159.0,13.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805490000,9.0,17.0,19.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,8892000.0,100.0,42.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805495000,10.0,18.0,0.0,,,1.0,0.0,0.0,12.0,1.0,0.0,,,0.0,9.0,10.0,2560000.0,422.0,11166.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805500000,9.0,4.0,19.0,,,0.0,0.0,0.0,11.0,0.0,0.0,,,0.0,9.0,9.0,1.0,136.0,114.0,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805505000,9.0,19.0,19.0,,,0.0,0.0,0.0,11.0,0.0,0.0,,,0.0,9.0,9.0,1.0,113.0,12.0,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805510000,10.0,18.0,19.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,9.0,9.0,1.0,106.0,33.0,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805515000,9.0,19.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,9000000.0,69.0,31.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805520000,9.0,19.0,0.0,,,1.0,0.0,0.0,12.0,1.0,0.0,,,0.0,9.0,9.0,2736000.0,75.0,20565.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805525000,9.0,17.0,20.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,4.0,224.0,89.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805530000,1.0,15.0,13.0,,,0.0,0.0,0.0,8.0,0.0,1.0,,,0.0,9.0,1.0,0.0,87.0,9.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805535000,9.0,16.0,19.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,1.0,9.0,0.0,82.0,35.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805540000,9.0,19.0,16.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,387.0,13.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805545000,9.0,19.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,118.0,34.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805550000,9.0,19.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2808000.0,142.0,4145.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805555000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,3852000.0,61.0,49.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805560000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2691000.0,551.0,48.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805565000,9.0,19.0,16.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,551.0,61.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805570000,1.0,13.0,20.0,,,0.0,0.0,0.0,11.0,0.0,0.0,,,0.0,1.0,1.0,0.0,82.0,43.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805575000,1.0,13.0,19.0,,,0.0,0.0,0.0,9.0,0.0,0.0,,,0.0,1.0,1.0,0.0,82.0,87.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805580000,9.0,18.0,0.0,,,1.0,0.0,0.0,12.0,1.0,0.0,,,0.0,9.0,9.0,8685000.0,90.0,1906.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805585000,9.0,18.0,19.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,9.0,9.0,0.0,48.0,95.0,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805590000,9.0,12.0,19.0,,,0.0,0.0,0.0,12.0,0.0,2.0,,,0.0,9.0,9.0,1.0,2404.0,11.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805595000,9.0,19.0,19.0,,,4.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,118.0,46.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805600000,9.0,19.0,4.0,,,2.0,0.0,0.0,12.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,67.0,18.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805605000,9.0,19.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,86.0,2671.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805610000,9.0,20.0,14.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,5103000.0,77.0,21.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805615000,1.0,16.0,17.0,,,0.0,0.0,0.0,9.0,0.0,1.0,,,0.0,9.0,1.0,0.0,72.0,22.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805620000,9.0,12.0,16.0,,,0.0,0.0,0.0,12.0,0.0,1.0,,,0.0,9.0,9.0,1.0,3451.0,13.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805625000,9.0,19.0,18.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,129.0,226.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805630000,9.0,19.0,18.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,100.0,226.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805635000,9.0,3.0,16.0,,,0.0,0.0,0.0,11.0,0.0,0.0,,,0.0,9.0,9.0,2.0,125.0,70.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805640000,9.0,12.0,19.0,,,0.0,0.0,0.0,12.0,0.0,0.0,,,0.0,9.0,9.0,2.0,74.0,71.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805645000,9.0,18.0,15.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,9.0,9.0,1.0,75.0,90.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805650000,9.0,14.0,19.0,,,1.0,0.0,0.0,13.0,1.0,1.0,,,0.0,9.0,6.0,4.0,1796.0,59.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805655000,9.0,18.0,19.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,3213000.0,1945.0,52.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805660000,9.0,19.0,2.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,50.0,24.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805665000,9.0,18.0,19.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,91.0,75.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805670000,1.0,5.0,19.0,,,0.0,0.0,0.0,3.0,0.0,1.0,,,0.0,1.0,1.0,0.0,24.0,8.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805675000,9.0,20.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,32404.0,22.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805680000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,2.0,,,0.0,9.0,9.0,2304000.0,111.0,9.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805685000,9.0,19.0,0.0,,,1.0,0.0,0.0,12.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,91.0,123.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805690000,9.0,19.0,0.0,,,1.0,0.0,0.0,12.0,1.0,0.0,,,0.0,9.0,9.0,2538000.0,13.0,2028.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805695000,9.0,19.0,16.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2871000.0,86.0,16.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805700000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2430000.0,479.0,556.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805705000,1.0,9.0,19.0,,,0.0,0.0,0.0,7.0,0.0,0.0,,,0.0,1.0,1.0,0.0,21.0,93.0,,,1682.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805710000,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,600.0,,,,1181.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805715000,,,,,,,,,,,,,,,,,,,,,,,,
1737805735000,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,12044000.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805740000,9.0,19.0,0.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,0.0,9.0,9.0,54.0,255.0,16.0,33.0,,1888.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805745000,10.0,19.0,0.0,19.0,,0.0,0.0,0.0,12.0,0.0,1.0,0.0,,0.0,10.0,9.0,5.0,100.0,22.0,11.0,,330.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805750000,9.0,19.0,0.0,13.0,,2.0,0.0,0.0,11.0,2.0,0.0,1.0,,0.0,9.0,9.0,119781000.0,91.0,28.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805755000,9.0,19.0,19.0,19.0,,1.0,0.0,0.0,11.0,1.0,1.0,1.0,,0.0,9.0,9.0,66222000.0,89.0,20.0,13.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805760000,9.0,20.0,19.0,19.0,,0.0,0.0,0.0,12.0,0.0,1.0,1.0,,0.0,9.0,9.0,10.0,4615.0,46.0,22.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805765000,1.0,12.0,18.0,0.0,,0.0,0.0,0.0,5.0,0.0,1.0,0.0,,0.0,1.0,9.0,0.0,201.0,136.0,29647000.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805770000,9.0,19.0,16.0,12.0,,0.0,0.0,0.0,11.0,0.0,1.0,0.0,,0.0,9.0,9.0,0.0,100.0,11.0,60.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805775000,9.0,17.0,11.0,19.0,,1.0,0.0,0.0,13.0,1.0,1.0,1.0,,0.0,9.0,9.0,2304000.0,446.0,15.0,693.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805780000,9.0,17.0,0.0,19.0,,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,0.0,7.0,1.0,7.0,87.0,60.0,11.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805785000,9.0,19.0,19.0,2.0,,0.0,0.0,0.0,11.0,0.0,1.0,0.0,,0.0,9.0,9.0,18216000.0,129.0,14.0,30.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805790000,9.0,19.0,0.0,19.0,,1.0,0.0,0.0,11.0,1.0,0.0,1.0,,0.0,9.0,9.0,17811000.0,84.0,44.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805795000,9.0,19.0,16.0,19.0,,1.0,0.0,0.0,13.0,1.0,1.0,1.0,,0.0,9.0,9.0,5490000.0,120.0,19.0,9.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805800000,2.0,18.0,19.0,17.0,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,0.0,10.0,9.0,2304000.0,157.0,13.0,18.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805805000,9.0,19.0,19.0,19.0,,1.0,0.0,0.0,11.0,1.0,1.0,1.0,,0.0,9.0,9.0,2.0,168.0,10.0,14.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805810000,9.0,7.0,20.0,0.0,,0.0,0.0,0.0,9.0,0.0,1.0,1.0,,0.0,9.0,1.0,0.0,150.0,18.0,2747.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737805815000,1.0,8.0,19.0,3.0,,0.0,0.0,0.0,8.0,0.0,1.0,0.0,,0.0,1.0,9.0,0.0,93.0,13.0,62.0,,49.0,-9.223372036854775e+18,-9.223372036854775e+18
