,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1722008295000,0.0,9.0,1.0,9.0,,,,,,1.0,10.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,558.0,38.0,96.0,,,,,,0.0
1722008300000,0.0,9.0,0.0,1.0,,,,,,1.0,10.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,323.0,70.0,62.0,,,,,,0.0
1722008305000,0.0,9.0,0.0,0.0,,,,,,4.0,12.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,398.0,31.0,37.0,,,,,,0.0
1722008310000,0.0,9.0,5.0,0.0,,,,,,2.0,11.0,1.0,10.0,1.0,,,,,,0.0,-9.223372036854775e+18,538.0,31.0,40.0,,,,,,0.0
1722008315000,0.0,10.0,0.0,2.0,,,,,,1.0,12.0,1.0,2.0,10.0,,,,,,0.0,-9.223372036854775e+18,321.0,38.0,356.0,,,,,,0.0
1722008320000,0.0,9.0,0.0,2.0,,,,,,1.0,10.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,404.0,33.0,101.0,,,,,,0.0
1722008325000,0.0,12.0,1.0,0.0,,,,,,1.0,13.0,1.0,1.0,2.0,,,,,,0.0,-9.223372036854775e+18,502.0,32.0,34.0,,,,,,0.0
1722008330000,0.0,9.0,3.0,1.0,,,,,,1.0,10.0,1.0,10.0,1.0,,,,,,0.0,-9.223372036854775e+18,737.0,27.0,170.0,,,,,,0.0
1722008335000,0.0,10.0,5.0,4.0,,,,,,1.0,12.0,1.0,1.0,2.0,,,,,,0.0,-9.223372036854775e+18,402.0,160.0,200.0,,,,,,0.0
1722008340000,0.0,8.0,9.0,0.0,,,,,,1.0,11.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,361.0,452.0,111.0,,,,,,0.0
1722008345000,0.0,10.0,0.0,1.0,,,,,,1.0,11.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,552.0,29.0,67.0,,,,,,0.0
1722008350000,0.0,9.0,5.0,1.0,,,,,,2.0,10.0,1.0,8.0,2.0,,,,,,0.0,-9.223372036854775e+18,552.0,1027.0,38.0,,,,,,0.0
1722008355000,0.0,11.0,0.0,3.0,,,,,,1.0,11.0,1.0,1.0,2.0,,,,,,0.0,-9.223372036854775e+18,402.0,47.0,399.0,,,,,,0.0
1722008360000,0.0,10.0,0.0,3.0,,,,,,1.0,11.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,442.0,38.0,160.0,,,,,,0.0
1722008365000,0.0,9.0,0.0,4.0,,,,,,1.0,10.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,442.0,45.0,162.0,,,,,,1.0
1722008370000,0.0,8.0,6.0,1.0,,,,,,1.0,11.0,1.0,10.0,1.0,,,,,,0.0,-9.223372036854775e+18,452.0,350.0,35.0,,,,,,0.0
1722008375000,0.0,10.0,1.0,7.0,,,,,,1.0,10.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,552.0,36.0,270.0,,,,,,0.0
1722008380000,0.0,9.0,1.0,1.0,,,,,,1.0,12.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,502.0,36.0,33.0,,,,,,0.0
1722008385000,0.0,10.0,0.0,1.0,,,,,,1.0,11.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,444.0,34.0,39.0,,,,,,0.0
1722008390000,0.0,11.0,6.0,1.0,,,,,,1.0,12.0,1.0,10.0,1.0,,,,,,0.0,-9.223372036854775e+18,505.0,81.0,34.0,,,,,,1.0
1722008395000,0.0,11.0,5.0,6.0,,,,,,1.0,12.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,404.0,201.0,404.0,,,,,,0.0
1722008400000,0.0,9.0,1.0,1.0,,,,,,1.0,12.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,502.0,41.0,38.0,,,,,,0.0
1722008405000,0.0,7.0,0.0,1.0,,,,,,12.0,10.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,402.0,43.0,38.0,,,,,,12.0
1722008410000,0.0,9.0,5.0,1.0,,,,,,1.0,12.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,361.0,35.0,33.0,,,,,,0.0
1722008415000,0.0,9.0,2.0,6.0,,,,,,1.0,11.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,505.0,40.0,804.0,,,,,,0.0
1722008420000,0.0,10.0,0.0,0.0,,,,,,1.0,12.0,1.0,1.0,2.0,,,,,,0.0,-9.223372036854775e+18,402.0,34.0,35.0,,,,,,0.0
1722008425000,0.0,9.0,0.0,0.0,,,,,,1.0,11.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,603.0,41.0,34.0,,,,,,2.0
1722008430000,0.0,10.0,6.0,1.0,,,,,,1.0,11.0,1.0,10.0,1.0,,,,,,0.0,-9.223372036854775e+18,361.0,201.0,35.0,,,,,,0.0
1722008435000,0.0,9.0,3.0,7.0,,,,,,1.0,12.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,452.0,120.0,402.0,,,,,,0.0
1722008440000,0.0,9.0,0.0,2.0,,,,,,2.0,11.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,402.0,36.0,134.0,,,,,,0.0
1722008445000,0.0,11.0,1.0,2.0,,,,,,1.0,13.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,442.0,37.0,33.0,,,,,,0.0
1722008450000,0.0,9.0,6.0,1.0,,,,,,2.0,10.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,363.0,498.0,42.0,,,,,,0.0
1722008455000,0.0,9.0,1.0,5.0,,,,,,1.0,10.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,361.0,39.0,268.0,,,,,,0.0
1722008460000,0.0,9.0,4.0,0.0,,,,,,1.0,11.0,1.0,1.0,1.0,,,,,,0.0,-9.223372036854775e+18,406.0,80.0,33.0,,,,,,0.0
1722008465000,0.0,0.0,5.0,,,,,,,0.0,0.0,0.0,1.0,,,,,,,0.0,-9.223372036854775e+18,936.0,251.0,,,,,,,0.0
1722008470000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722008500000,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-9.223372036854775e+18,0.0,0.0,0.0,0.0,,,,,0.0
1722008505000,0.0,1.0,0.0,0.0,0.0,,,,,1.0,4.0,1.0,0.0,0.0,2.0,,,,,0.0,-9.223372036854775e+18,74.0,4823.0,27.0,27.0,,,,,2561.0
1722008510000,0.0,5.0,4.0,0.0,0.0,,,,,1.0,9.0,1.0,1.0,2.0,1.0,,,,,0.0,-9.223372036854775e+18,697.0,61.0,40.0,46.0,,,,,0.0
1722008515000,0.0,6.0,4.0,3.0,3.0,,,,,1.0,10.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,452.0,138.0,201.0,353.0,,,,,0.0
1722008520000,0.0,9.0,3.0,4.0,4.0,,,,,1.0,12.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,454.0,159.0,111.0,109.0,,,,,0.0
1722008525000,0.0,7.0,0.0,0.0,0.0,,,,,1.0,10.0,1.0,1.0,0.0,3.0,,,,,0.0,-9.223372036854775e+18,404.0,41.0,39.0,38.0,,,,,0.0
1722008530000,0.0,6.0,0.0,3.0,5.0,,,,,1.0,9.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,327.0,93.0,42.0,242.0,,,,,1.0
1722008535000,0.0,9.0,0.0,1.0,2.0,,,,,1.0,12.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,927.0,43.0,37.0,11.0,,,,,0.0
1722008540000,0.0,5.0,0.0,1.0,0.0,,,,,1.0,7.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,150.0,43.0,82.0,187.0,,,,,0.0
1722008545000,0.0,10.0,3.0,4.0,1.0,,,,,1.0,13.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,442.0,87.0,44.0,150.0,,,,,0.0
1722008550000,0.0,9.0,7.0,0.0,3.0,,,,,1.0,12.0,1.0,2.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,235.0,201.0,150.0,47.0,,,,,0.0
1722008555000,0.0,10.0,1.0,3.0,1.0,,,,,1.0,13.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,505.0,40.0,78.0,120.0,,,,,0.0
1722008560000,0.0,9.0,6.0,8.0,9.0,,,,,1.0,14.0,1.0,1.0,2.0,1.0,,,,,0.0,-9.223372036854775e+18,454.0,321.0,407.0,536.0,,,,,0.0
1722008565000,0.0,11.0,0.0,0.0,0.0,,,,,1.0,15.0,1.0,1.0,1.0,3.0,,,,,0.0,-9.223372036854775e+18,402.0,41.0,32.0,49.0,,,,,0.0
1722008570000,0.0,7.0,2.0,3.0,1.0,,,,,1.0,10.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,391.0,251.0,37.0,40.0,,,,,8.0
1722008575000,0.0,10.0,4.0,1.0,2.0,,,,,1.0,13.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,454.0,42.0,100.0,47.0,,,,,0.0
1722008580000,0.0,9.0,5.0,3.0,1.0,,,,,1.0,11.0,2.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,402.0,161.0,154.0,148.0,,,,,0.0
1722008585000,0.0,9.0,3.0,4.0,2.0,,,,,1.0,12.0,1.0,1.0,1.0,2.0,,,,,0.0,-9.223372036854775e+18,361.0,215.0,252.0,37.0,,,,,0.0
1722008590000,0.0,5.0,1.0,4.0,5.0,,,,,1.0,8.0,1.0,1.0,2.0,1.0,,,,,0.0,-9.223372036854775e+18,241.0,50.0,301.0,150.0,,,,,0.0
1722008595000,0.0,11.0,3.0,0.0,0.0,,,,,1.0,14.0,2.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,670.0,80.0,43.0,39.0,,,,,0.0
1722008600000,0.0,11.0,2.0,3.0,2.0,,,,,1.0,14.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,482.0,279.0,33.0,72.0,,,,,0.0
1722008605000,0.0,11.0,2.0,0.0,1.0,,,,,1.0,14.0,1.0,1.0,3.0,4.0,,,,,0.0,-9.223372036854775e+18,505.0,34.0,48.0,50.0,,,,,0.0
1722008610000,0.0,11.0,0.0,2.0,5.0,,,,,1.0,14.0,1.0,1.0,1.0,1.0,,,,,0.0,-9.223372036854775e+18,421.0,46.0,176.0,176.0,,,,,0.0
