,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1736809500000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,2.0,,,,,,,,0.0,9.0,9.0,22716000.0,223.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809505000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,223.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809510000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,223.0,,,,,,,,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809515000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,1414.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809520000,9.0,19.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,4.0,404.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809525000,9.0,18.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,9.0,9.0,1.0,201.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809530000,9.0,19.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,1.0,287.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809535000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,5274000.0,113.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809540000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,113.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809545000,9.0,19.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,9.0,9.0,7.0,287.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809550000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,5940000.0,143.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809555000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,143.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809560000,1.0,10.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,1.0,7.0,6.0,129.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809565000,9.0,20.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2934000.0,106.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809570000,9.0,20.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,2484000.0,39062.0,,,,,,,,2.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809575000,9.0,21.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,9144000.0,154.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809580000,9.0,21.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,154.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809585000,9.0,20.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,1.0,287.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809590000,9.0,19.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,9.0,5.0,3.0,258.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809595000,9.0,20.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,6.0,1840.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809600000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,20979000.0,106.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809605000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,106.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809610000,9.0,15.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,1.0,0.0,603.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809615000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,17460000.0,82.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809620000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,82.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809625000,9.0,15.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,1.0,96.0,303.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809630000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,7344000.0,134.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809635000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,134.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809640000,9.0,11.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,1.0,1.0,226.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809645000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,3969000.0,113.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809650000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,113.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809655000,9.0,19.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,1.0,466.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809660000,9.0,20.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,14769000.0,133.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809665000,,2.0,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,51739.0,,,,,,,,277.0,,
1736809695000,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,5360.0,1560473.0,62.0,,,,,,,4944.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809700000,9.0,18.0,0.0,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,,,,,,,0.0,9.0,6.0,301.0,904.0,169.0,,,,,,,6469.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809705000,9.0,12.0,19.0,,,,,,,0.0,0.0,0.0,11.0,0.0,1.0,,,,,,,0.0,8.0,1.0,7.0,180.0,86.0,,,,,,,107.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809710000,9.0,20.0,19.0,,,,,,,0.0,0.0,0.0,13.0,0.0,1.0,,,,,,,0.0,9.0,9.0,68.0,335.0,86.0,,,,,,,4.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809715000,9.0,17.0,3.0,,,,,,,3.0,0.0,0.0,11.0,1.0,0.0,,,,,,,0.0,9.0,9.0,88704000.0,157.0,164.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809720000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,10.0,1.0,1.0,,,,,,,0.0,9.0,9.0,116343000.0,288.0,40.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809725000,1.0,19.0,19.0,,,,,,,0.0,0.0,0.0,10.0,0.0,1.0,,,,,,,0.0,1.0,9.0,77.0,9092.0,33.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809730000,9.0,20.0,0.0,,,,,,,0.0,0.0,0.0,11.0,0.0,0.0,,,,,,,0.0,9.0,9.0,0.0,150.0,22.0,,,,,,,250.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809735000,9.0,18.0,0.0,,,,,,,1.0,0.0,0.0,12.0,1.0,0.0,,,,,,,0.0,9.0,9.0,31473000.0,202.0,22.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809740000,9.0,20.0,19.0,,,,,,,1.0,0.0,0.0,12.0,1.0,1.0,,,,,,,0.0,9.0,9.0,6.0,258.0,15.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809745000,9.0,21.0,0.0,,,,,,,1.0,0.0,0.0,12.0,1.0,0.0,,,,,,,0.0,0.0,6.0,3330000.0,4353.0,201.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809750000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,10.0,1.0,1.0,,,,,,,0.0,9.0,9.0,7659000.0,141.0,13.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809755000,0.0,14.0,19.0,,,,,,,0.0,0.0,0.0,8.0,0.0,2.0,,,,,,,0.0,0.0,10.0,0.0,101.0,72.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809760000,9.0,18.0,0.0,,,,,,,2.0,0.0,0.0,11.0,1.0,0.0,,,,,,,0.0,9.0,9.0,2304000.0,154.0,73.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809765000,9.0,18.0,19.0,,,,,,,1.0,0.0,0.0,11.0,1.0,1.0,,,,,,,0.0,9.0,9.0,5364000.0,140.0,13.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809770000,1.0,17.0,11.0,,,,,,,0.0,0.0,0.0,8.0,0.0,1.0,,,,,,,0.0,1.0,9.0,1.0,138.0,27.0,,,,,,,862.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809775000,9.0,20.0,0.0,,,,,,,3.0,0.0,0.0,11.0,2.0,0.0,,,,,,,0.0,9.0,9.0,2304000.0,201.0,20.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809780000,9.0,19.0,18.0,,,,,,,1.0,0.0,0.0,10.0,1.0,1.0,,,,,,,0.0,9.0,9.0,5931000.0,30.0,100.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809785000,1.0,18.0,19.0,,,,,,,0.0,0.0,0.0,10.0,0.0,1.0,,,,,,,0.0,1.0,9.0,0.0,26.0,145.0,,,,,,,2.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809790000,9.0,18.0,19.0,,,,,,,1.0,0.0,0.0,10.0,1.0,1.0,,,,,,,0.0,9.0,9.0,2304000.0,613.0,411.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809795000,3.0,19.0,0.0,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,,,,,,,0.0,3.0,9.0,0.0,190.0,229.0,,,,,,,15712.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809800000,9.0,19.0,8.0,,,,,,,1.0,0.0,0.0,11.0,1.0,0.0,,,,,,,0.0,9.0,9.0,8199000.0,80.0,102.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809805000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,10.0,1.0,1.0,,,,,,,0.0,9.0,9.0,8802000.0,115.0,208.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809810000,1.0,11.0,19.0,,,,,,,0.0,0.0,0.0,7.0,0.0,1.0,,,,,,,0.0,10.0,1.0,2.0,287.0,33.0,,,,,,,862.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809815000,9.0,20.0,0.0,,,,,,,3.0,0.0,0.0,11.0,2.0,0.0,,,,,,,0.0,9.0,9.0,2304000.0,280.0,26.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809820000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,10.0,1.0,1.0,,,,,,,0.0,9.0,9.0,3699000.0,201.0,50.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809825000,9.0,18.0,19.0,,,,,,,0.0,0.0,0.0,10.0,0.0,1.0,,,,,,,0.0,9.0,9.0,0.0,258.0,87.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809830000,9.0,18.0,8.0,,,,,,,1.0,0.0,0.0,11.0,1.0,0.0,,,,,,,0.0,9.0,10.0,2560000.0,13422.0,193.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809835000,9.0,19.0,0.0,,,,,,,1.0,0.0,0.0,11.0,1.0,0.0,,,,,,,0.0,9.0,9.0,2475000.0,201.0,23.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809840000,9.0,18.0,19.0,,,,,,,0.0,0.0,0.0,10.0,0.0,2.0,,,,,,,0.0,9.0,0.0,0.0,144.0,13.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809845000,3.0,18.0,17.0,,,,,,,1.0,0.0,0.0,13.0,1.0,1.0,,,,,,,0.0,9.0,9.0,2304000.0,296470000.0,19.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809850000,9.0,19.0,4.0,,,,,,,1.0,0.0,0.0,10.0,1.0,0.0,,,,,,,0.0,9.0,9.0,2304000.0,50.0,111.0,,,,,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809855000,9.0,17.0,19.0,,,,,,,0.0,0.0,0.0,10.0,0.0,1.0,,,,,,,0.0,9.0,1.0,5.0,336.0,945.0,,,,,,,862.0,-9.223372036854776e+18,-9.223372036854776e+18
1736809860000,9.0,12.0,19.0,,,,,,,0.0,0.0,0.0,12.0,0.0,1.0,,,,,,,0.0,9.0,9.0,1.0,13492.0,62.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809865000,9.0,16.0,15.0,,,,,,,1.0,0.0,0.0,12.0,1.0,0.0,,,,,,,0.0,9.0,0.0,2304000.0,2958.0,53.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809870000,9.0,18.0,0.0,,,,,,,1.0,0.0,0.0,10.0,1.0,0.0,,,,,,,0.0,9.0,9.0,6966000.0,175.0,13.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809875000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,10.0,1.0,1.0,,,,,,,0.0,9.0,9.0,9927000.0,183.0,40.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809880000,9.0,19.0,19.0,,,,,,,0.0,0.0,0.0,10.0,0.0,1.0,,,,,,,0.0,1.0,9.0,1.0,139.0,31.0,,,,,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809885000,9.0,20.0,0.0,,,,,,,1.0,0.0,0.0,12.0,1.0,0.0,,,,,,,0.0,9.0,9.0,2304000.0,44.0,33.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809890000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,10.0,1.0,1.0,,,,,,,0.0,9.0,9.0,5877000.0,227.0,86.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809895000,9.0,19.0,19.0,,,,,,,0.0,0.0,0.0,10.0,0.0,2.0,,,,,,,0.0,9.0,3.0,0.0,150.0,11.0,,,,,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809900000,9.0,19.0,3.0,,,,,,,1.0,0.0,0.0,10.0,1.0,0.0,,,,,,,0.0,9.0,9.0,2304000.0,129.0,64.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809905000,9.0,19.0,0.0,,,,,,,2.0,0.0,0.0,11.0,2.0,1.0,,,,,,,0.0,9.0,9.0,5805000.0,452.0,9841.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809910000,8.0,17.0,18.0,,,,,,,0.0,0.0,0.0,10.0,0.0,1.0,,,,,,,0.0,8.0,3.0,2.0,490.0,88.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809915000,9.0,20.0,17.0,,,,,,,2.0,0.0,0.0,11.0,2.0,1.0,,,,,,,0.0,9.0,9.0,2304000.0,90.0,14.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736809920000,9.0,19.0,0.0,,,,,,,1.0,0.0,0.0,11.0,1.0,0.0,,,,,,,0.0,9.0,9.0,2439000.0,80.0,24.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
