Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 5)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 6)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 7)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 6)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 7)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
225,18456.91666666,20434.15,,,,,,,992.0,901.0,,,,,,,1000.0,1000.0,33544183.0,795.0,2
230,20098.83333333,19779.96666666,,,,,,,992.0,903.0,,,,,,,1000.0,1000.0,27426698.0,726.0,2
235,20074.35,19562.85,,,,,,,992.0,892.0,,,,,,,1000.0,1000.0,27426698.0,726.0,2
240,19578.18333333,21723.066666659997,,,,,,,992.0,881.0,,,,,,,1000.0,1000.0,27426698.0,726.0,2
245,21958.7,17679.93333333,,,,,,,992.0,899.0,,,,,,,1000.0,1000.0,36394269.0,1102.0,2
250,17744.63333333,13193.533333329999,,,,,,,992.0,910.0,,,,,,,1000.0,1000.0,36394269.0,1102.0,2
255,,,,,,,,,,,,,,,,,,,36394269.0,1102.0,0
275,0.0,0.0,0.0,,,,,,1000.0,,1000.0,,,,,,0.0,0.0,,,3
280,533.5666666666,0.0,182.3666666666,0.0,,,,,696.0,1000.0,88.0,1000.0,,,,,109.0,161.0,-1.0,-1.0,4
285,2435.4666666666,532.9833333333,1763.35,142.8333333333,,,,,848.0,403.0,189.0,90.0,,,,,278.0,323.0,-1.0,-1.0,4
290,4887.53333333,2401.95,4190.2,1665.5166666666,,,,,898.0,501.0,285.0,189.0,,,,,382.0,435.0,9165679.0,1654.0,4
295,5386.48333333,4866.76666667,5386.56666667,4092.53333333,,,,,923.0,565.0,409.0,283.0,,,,,515.0,557.0,22725531.0,1613.0,4
300,6850.35,5372.63333333,6245.266666670001,5337.93333333,,,,,938.0,663.0,459.0,397.0,,,,,704.0,742.0,32832841.0,1049.0,4
305,6850.35,6833.56666666,6843.933333329999,6144.9,,,,,949.0,664.0,528.0,427.0,,,,,753.0,784.0,26404438.0,4898.0,4
310,8269.65,7029.21666666,8246.35,6795.01666666,,,,,956.0,706.0,534.0,499.0,,,,,900.0,926.0,32230322.0,898.0,4
315,8766.86666666,8226.383333329999,8714.18333333,8183.71666666,,,,,962.0,704.0,582.0,502.0,,,,,954.0,978.0,46625594.0,1196.0,4
320,11067.283333329999,8694.11666666,10314.33333333,8645.91666666,,,,,964.0,731.0,582.0,534.0,,,,,953.0,965.0,25604260.0,3867.0,4
325,14079.6,10988.36666666,13407.85,10154.533333329999,,,,,963.0,715.0,582.0,548.0,,,,,900.0,911.0,45490694.0,904.0,4
330,14908.35,13970.31666666,14261.08333333,13207.85,,,,,966.0,716.0,609.0,551.0,,,,,907.0,922.0,61156121.0,1750.0,4
335,15452.2,14913.7,15397.5,14144.56666666,,,,,969.0,730.0,622.0,571.0,,,,,904.0,922.0,61156121.0,1750.0,4
340,16432.46666666,15364.18333333,16728.33333333,15272.35,,,,,994.0,746.0,674.0,587.0,,,,,1000.0,1000.0,30774509.0,697.0,4
345,16331.383333329999,16342.883333329999,16159.633333329999,16631.18333333,,,,,993.0,780.0,715.0,640.0,,,,,1000.0,1000.0,39466069.0,2681.0,4
350,14308.55,16268.1,14522.283333329999,16024.216666659999,,,,,993.0,785.0,745.0,681.0,,,,,1000.0,1000.0,50919544.0,5647.0,4
355,14594.466666659999,14050.033333329999,14560.95,14472.266666659998,,,,,993.0,811.0,748.0,710.0,,,,,1000.0,1000.0,25503323.0,913.0,4
360,14694.15,14503.016666659998,15231.68333333,14448.35,,,,,994.0,810.0,747.0,714.0,,,,,1000.0,1000.0,36750970.0,718.0,4
365,16213.883333329999,14596.616666659998,15377.81666666,15145.4,,,,,992.0,818.0,744.0,726.0,,,,,1000.0,1000.0,24548423.0,654.0,4
370,15653.48333333,15915.966666659999,14747.0,15211.766666659998,,,,,992.0,807.0,772.0,726.0,,,,,1000.0,1000.0,32179197.0,1945.0,4
375,15727.43333333,15543.466666659999,15704.31666666,14849.55,,,,,992.0,826.0,766.0,744.0,,,,,1000.0,1000.0,32179197.0,1945.0,4
380,14709.06666666,15669.06666666,15353.883333329999,15575.43333333,,,,,994.0,829.0,786.0,744.0,,,,,1000.0,1000.0,49900498.0,865.0,4
385,12288.616666659998,14626.3,12669.66666666,15309.966666659999,,,,,997.0,853.0,821.0,749.0,,,,,1000.0,1000.0,27605334.0,2683.0,4
390,15093.05,12349.3,14842.7,12645.16666666,,,,,996.0,862.0,804.0,781.0,,,,,1000.0,1000.0,37319698.0,4535.0,4
395,15778.95,14927.533333329999,15668.9,14592.33333333,,,,,996.0,842.0,804.0,769.0,,,,,1000.0,1000.0,57112253.0,1121.0,4
400,15685.85,15885.766666659998,15656.98333333,15542.45,,,,,996.0,836.0,818.0,767.0,,,,,1000.0,1000.0,25831916.0,1102.0,4
405,15317.55,15617.73333333,16064.766666659998,15517.466666659999,,,,,997.0,833.0,821.0,774.0,,,,,1000.0,1000.0,37199751.0,2446.0,4
410,16491.03333333,15239.95,15824.7,16029.66666666,,,,,996.0,858.0,825.0,771.0,,,,,1000.0,1000.0,54772857.0,923.0,4
415,16212.48333333,16635.0,15685.98333333,15665.516666659998,,,,,996.0,846.0,830.0,779.0,,,,,1000.0,1000.0,25929610.0,3043.0,4
420,15524.616666659998,16103.533333329999,15478.58333333,15550.6,,,,,996.0,847.0,841.0,787.0,,,,,1000.0,1000.0,25929610.0,3043.0,4
425,15343.31666666,15439.2,16135.466666659999,15366.95,,,,,997.0,860.0,841.0,797.0,,,,,1000.0,1000.0,43507038.0,649.0,4
430,16093.133333329999,15324.016666659998,16889.41666666,16000.1,,,,,996.0,852.0,833.0,778.0,,,,,1000.0,1000.0,19278605.0,596.0,4
435,16645.45,16021.0,15955.4,16530.03333333,,,,,996.0,840.0,839.0,788.0,,,,,1000.0,1000.0,27901299.0,1944.0,4
440,15930.883333329999,16634.15,15455.48333333,15749.966666659999,,,,,996.0,838.0,842.0,800.0,,,,,1000.0,1000.0,40622362.0,4293.0,4
445,16274.56666666,15760.766666659998,16435.38333333,15326.716666659999,,,,,995.0,845.0,828.0,811.0,,,,,1000.0,1000.0,46666672.0,1063.0,4
450,14290.266666659998,16094.56666666,15048.33333333,16348.0,,,,,996.0,852.0,839.0,793.0,,,,,1000.0,1000.0,24849747.0,2478.0,4
455,13722.25,14211.05,13489.85,15059.8,,,,,992.0,871.0,850.0,797.0,,,,,1000.0,1000.0,41332826.0,800.0,4
460,16529.1,13461.08333333,15255.33333333,13394.93333333,,,,,992.0,884.0,836.0,819.0,,,,,1000.0,1000.0,51536786.0,2706.0,4
465,16330.98333333,16217.98333333,15919.95,15054.033333329999,,,,,991.0,873.0,834.0,809.0,,,,,1000.0,1000.0,44161580.0,846.0,4
470,15787.93333333,16121.4,16765.65,15780.216666659999,,,,,992.0,869.0,838.0,811.0,,,,,1000.0,1000.0,44161580.0,846.0,4
475,16733.96666666,15627.766666659998,17121.733333329998,16659.03333333,,,,,992.0,880.0,834.0,804.0,,,,,1000.0,1000.0,72755515.0,959.0,4
480,17368.88333333,16649.88333333,17021.483333329998,16995.41666666,,,,,992.0,867.0,836.0,797.0,,,,,1000.0,1000.0,26885558.0,2396.0,4
485,17294.68333333,17323.58333333,15976.41666666,16806.71666666,,,,,992.0,860.0,847.0,786.0,,,,,1000.0,1000.0,43628041.0,646.0,4
490,16303.08333333,16971.15,16006.133333329999,16054.966666659999,,,,,992.0,878.0,848.0,803.0,,,,,1000.0,1000.0,43628041.0,646.0,4
495,16412.63333333,15964.58333333,17003.05,15877.716666659999,,,,,989.0,892.0,849.0,800.0,,,,,1000.0,1000.0,53098672.0,2957.0,4
500,17182.733333329998,16241.116666659998,17559.16666666,16932.733333329998,,,,,989.0,891.0,845.0,791.0,,,,,1000.0,1000.0,33996802.0,609.0,4
505,17511.733333329998,17165.4,17062.05,17422.15,,,,,989.0,870.0,849.0,783.0,,,,,1000.0,1000.0,43900537.0,3556.0,4
510,17078.55,17424.71666666,16040.616666659998,16890.43333333,,,,,989.0,875.0,859.0,792.0,,,,,1000.0,1000.0,53974368.0,5818.0,4
515,17156.21666666,16765.1,17005.066666659997,15910.85,,,,,980.0,879.0,854.0,806.0,,,,,990.0,1000.0,21863627.0,778.0,4
520,14204.15,16702.516666659998,15330.16666666,16852.983333329998,,,,,974.0,876.0,872.0,788.0,,,,,1000.0,1000.0,36360751.0,648.0,4
525,13424.866666659998,14290.45,13721.33333333,15291.68333333,,,,,974.0,903.0,869.0,787.0,,,,,1000.0,1000.0,46033432.0,2282.0,4
530,,,,13618.95,,,,,,,,795.0,,,,,,,27985261.0,4587.0,1
535,,,,,,,,,,,,,,,,,,,,,0
555,0.0,0.0,0.0,0.0,0.0,0.0,,,1000.0,1000.0,,1000.0,1000.0,1000.0,,,0.0,0.0,,,6
560,1045.1833333333,1629.4833333333,745.3,0.0,749.8333333333,0.0,,,254.0,0.0,564.0,1000.0,584.0,1000.0,,,30.0,24.0,-1.0,-1.0,6
565,3155.1666666665997,3251.6,2596.3166666666,1517.3,2621.75,1022.3166666666,,,597.0,173.0,526.0,0.0,577.0,0.0,,,138.0,216.0,1802647.0,990.0,6
570,4209.25,4225.53333333,3546.05,3240.1,3487.13333333,3028.75,,,732.0,336.0,650.0,150.0,681.0,136.0,,,311.0,370.0,30767833.0,1211.0,6
575,5158.31666667,5228.9,4558.15,4209.45,4536.51666667,4076.93333333,,,799.0,456.0,648.0,345.0,710.0,290.0,,,425.0,473.0,40460011.0,1486.0,6
580,6089.366666670001,6341.183333329999,5922.46666667,5208.7,5984.766666670001,5043.4,,,828.0,527.0,665.0,468.0,726.0,378.0,,,511.0,545.0,27724250.0,2302.0,6
585,7199.81666666,7451.5,7004.06666666,6099.633333329999,7160.3,5907.016666670001,,,848.0,566.0,701.0,572.0,744.0,461.0,,,575.0,602.0,39765370.0,2713.0,6
590,8067.36666666,8406.81666666,7828.4,7196.55,8016.21666666,6986.483333329999,,,864.0,608.0,724.0,625.0,771.0,521.0,,,645.0,671.0,51469091.0,2765.0,6
595,9514.71666666,10173.56666666,8410.83333333,8379.43333333,8542.883333329999,7812.46666666,,,876.0,612.0,728.0,667.0,785.0,579.0,,,699.0,726.0,65020667.0,3573.0,6
600,11557.766666659998,11599.85,11221.08333333,9915.883333329999,11482.96666666,9098.43333333,,,885.0,626.0,698.0,671.0,749.0,583.0,,,666.0,699.0,38201942.0,2545.0,6
605,12492.516666659998,12998.616666659998,12116.58333333,11779.56666666,12397.45,11194.33333333,,,897.0,655.0,701.0,676.0,759.0,587.0,,,695.0,734.0,52577470.0,1101.0,6
610,13429.85,14474.3,13039.23333333,12718.43333333,13355.016666659998,12069.15,,,905.0,665.0,714.0,683.0,768.0,614.0,,,739.0,777.0,64637497.0,2590.0,6
615,14737.93333333,15465.3,14146.66666666,14246.18333333,14475.7,13009.05,,,911.0,677.0,723.0,675.0,772.0,635.0,,,748.0,783.0,25417825.0,2895.0,6
620,14761.48333333,14930.033333329999,14211.25,15390.4,14571.966666659999,14280.366666659998,,,973.0,765.0,749.0,688.0,799.0,654.0,,,801.0,840.0,37721059.0,3242.0,6
625,14337.216666659999,14304.783333329999,13822.766666659998,14986.85,13871.116666659998,14294.18333333,,,968.0,779.0,772.0,771.0,825.0,721.0,,,838.0,859.0,27940152.0,480.0,6
630,14251.8,14302.383333329999,14059.75,14242.5,14445.05,13871.5,,,964.0,801.0,763.0,799.0,820.0,751.0,,,846.0,860.0,43070541.0,799.0,6
635,14286.6,14326.43333333,14178.31666666,14242.0,14612.633333329999,13803.75,,,962.0,811.0,765.0,815.0,817.0,766.0,,,847.0,859.0,53693447.0,1005.0,6
640,14542.31666666,14354.2,14104.18333333,14253.866666659998,14519.0,13831.116666659998,,,965.0,815.0,778.0,819.0,820.0,780.0,,,849.0,860.0,65537938.0,1703.0,6
645,14249.716666659999,14569.383333329999,13818.516666659998,14509.216666659999,14162.31666666,14064.93333333,,,967.0,830.0,781.0,809.0,824.0,769.0,,,858.0,873.0,25684312.0,2037.0,6
650,14319.16666666,14940.533333329999,13886.81666666,14617.466666659999,14215.98333333,13943.33333333,,,967.0,835.0,780.0,808.0,811.0,775.0,,,835.0,883.0,39798998.0,2457.0,6
655,14176.06666666,14305.366666659998,14368.866666659998,14716.533333329999,14775.35,14067.366666659998,,,967.0,856.0,779.0,799.0,806.0,751.0,,,810.0,852.0,50566022.0,2745.0,6
660,13503.75,13823.45,12464.966666659999,14469.6,12765.766666659998,13830.73333333,,,965.0,873.0,813.0,814.0,830.0,743.0,,,834.0,869.0,24541665.0,3462.0,6
665,13031.116666659998,13327.66666666,12482.55,13531.93333333,12983.6,13084.05,,,965.0,860.0,824.0,830.0,832.0,745.0,,,825.0,851.0,49052211.0,514.0,6
670,15183.31666666,14246.16666666,13856.1,12982.883333329999,14177.0,12681.56666666,,,958.0,853.0,813.0,851.0,815.0,753.0,,,758.0,784.0,49052211.0,514.0,6
675,14899.35,14259.95,14608.883333329999,14350.68333333,14971.48333333,14715.81666666,,,959.0,859.0,803.0,858.0,801.0,727.0,,,750.0,772.0,20978765.0,697.0,6
680,14622.23333333,14643.616666659998,14644.48333333,14206.65,14990.16666666,14407.9,,,951.0,871.0,810.0,864.0,799.0,723.0,,,788.0,798.0,39827187.0,1186.0,6
685,13903.91666666,15048.66666666,14109.93333333,14211.883333329999,14737.466666659999,14203.516666659998,,,960.0,879.0,814.0,881.0,800.0,722.0,,,836.0,843.0,52597104.0,1580.0,6
690,14597.35,15055.966666659999,14154.16666666,14992.783333329999,14373.23333333,13719.466666659999,,,959.0,880.0,812.0,875.0,789.0,723.0,,,875.0,839.0,59644227.0,1854.0,6
695,15011.783333329999,15031.966666659999,13981.216666659999,14984.033333329999,14293.05,14082.2,,,958.0,881.0,821.0,871.0,796.0,716.0,,,864.0,829.0,36845142.0,2225.0,6
700,14793.65,14838.25,13958.633333329999,14973.56666666,14244.31666666,14507.633333329999,,,955.0,881.0,816.0,873.0,790.0,707.0,,,854.0,820.0,49525443.0,2454.0,6
705,14933.283333329999,14729.466666659999,14511.883333329999,14770.25,14853.31666666,14327.55,,,947.0,879.0,805.0,878.0,786.0,706.0,,,840.0,803.0,62322588.0,2937.0,6
710,14969.31666666,14817.58333333,14566.7,14546.883333329999,14914.633333329999,14310.16666666,,,946.0,870.0,804.0,877.0,792.0,705.0,,,861.0,789.0,23901683.0,3020.0,6
715,14713.73333333,14885.516666659998,14528.766666659998,14753.766666659998,14884.15,14309.18333333,,,947.0,874.0,804.0,865.0,793.0,720.0,,,857.0,790.0,36212340.0,3346.0,6
720,14423.08333333,15139.616666659998,14661.95,14596.65,15017.93333333,14277.58333333,,,948.0,873.0,802.0,863.0,798.0,746.0,,,903.0,842.0,56112234.0,837.0,6
725,15367.5,15357.98333333,14656.533333329999,15073.58333333,14803.98333333,14203.6,,,942.0,878.0,800.0,853.0,797.0,763.0,,,897.0,882.0,26326124.0,580.0,6
730,13590.25,15357.98333333,13667.31666666,15800.18333333,13997.93333333,14874.15,,,949.0,895.0,808.0,841.0,816.0,743.0,,,927.0,907.0,51316170.0,1382.0,6
735,13062.5,13922.616666659998,12687.033333329999,13842.58333333,12992.766666659998,13117.83333333,,,949.0,895.0,819.0,860.0,831.0,762.0,,,936.0,919.0,62099154.0,2083.0,6
740,15602.6,15005.383333329999,14366.866666659998,13944.1,14642.65,12859.66666666,,,952.0,870.0,783.0,845.0,799.0,767.0,,,869.0,862.0,29015365.0,3688.0,6
745,15478.33333333,15005.383333329999,14996.016666659998,15294.216666659999,15378.1,15073.133333329999,,,948.0,870.0,774.0,821.0,784.0,748.0,,,833.0,836.0,36843519.0,465.0,6
750,14915.56666666,14683.05,14835.7,14372.1,15393.18333333,14786.0,,,952.0,871.0,782.0,824.0,797.0,748.0,,,812.0,863.0,66737746.0,3311.0,6
755,14385.35,14969.383333329999,14724.016666659998,14759.48333333,15137.23333333,14510.56666666,,,954.0,865.0,786.0,827.0,802.0,763.0,,,849.0,901.0,23886368.0,394.0,6
760,14877.616666659998,15460.033333329999,14655.91666666,15209.73333333,15053.6,14050.58333333,,,956.0,853.0,784.0,822.0,803.0,778.0,,,887.0,901.0,38366275.0,657.0,6
765,15198.033333329999,15462.75,14200.366666659998,15578.466666659999,14526.18333333,14215.16666666,,,966.0,860.0,784.0,817.0,801.0,787.0,,,873.0,889.0,49962862.0,547.0,6
770,15476.4,15462.75,14441.116666659998,15623.1,14777.85,14682.55,,,969.0,860.0,777.0,808.0,791.0,779.0,,,843.0,860.0,28187640.0,1155.0,6
775,15529.1,14881.0,14866.616666659998,14964.7,15121.35,15002.75,,,967.0,863.0,777.0,826.0,786.0,775.0,,,849.0,861.0,40740089.0,1666.0,6
780,15525.43333333,14998.05,15011.08333333,14919.5,15264.85,15040.35,,,968.0,858.0,763.0,833.0,785.0,778.0,,,818.0,822.0,51548376.0,1895.0,6
785,15276.866666659998,14660.783333329999,15328.283333329999,14587.033333329999,15708.5,14803.766666659998,,,968.0,835.0,767.0,838.0,778.0,772.0,,,826.0,789.0,61279051.0,2503.0,6
790,14834.85,14939.1,14848.4,14873.016666659998,15188.533333329999,14831.216666659999,,,969.0,843.0,766.0,836.0,779.0,782.0,,,854.0,827.0,28701797.0,2655.0,6
795,15594.5,15290.33333333,14897.966666659999,15531.68333333,15227.616666659998,14423.45,,,966.0,847.0,762.0,814.0,787.0,786.0,,,856.0,862.0,42833002.0,3094.0,6
800,13657.75,15290.33333333,13501.5,15350.05,13638.45,14895.033333329999,,,970.0,847.0,783.0,827.0,819.0,773.0,,,884.0,892.0,62267998.0,3584.0,6
805,13159.2,13854.4,12790.15,13788.81666666,13099.15,13229.883333329999,,,975.0,865.0,795.0,845.0,831.0,788.0,,,887.0,892.0,39179313.0,669.0,6
810,,,,,,12930.9,,,,,,,,809.0,,,,,39179313.0,669.0,1
815,,,,,,,,,,,,,,,,,,,,,0
830,,0.0,,0.0,,,,,,,,,,,,,,,,,2
835,0.0,1624.8166666666,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,971.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,,,8
840,0.0,3058.8833333333,2219.7166666666,1176.3833333333,2221.2833333332997,1629.5,2246.7,0.0,1000.0,985.0,102.0,388.0,126.0,911.0,30.0,1000.0,0.0,0.0,,,8
845,2229.3,3666.46666667,3032.6666666665997,2563.1666666666,3026.2833333332997,3064.8166666665998,3285.8333333333,2468.25,491.0,988.0,508.0,556.0,533.0,915.0,416.0,86.0,434.0,476.0,18626086.0,1862.0,8
850,3304.25,4980.15,4067.35,3658.13333333,4075.83333333,3673.31666667,4375.43333333,3653.11666667,737.0,916.0,595.0,635.0,559.0,908.0,497.0,429.0,657.0,675.0,39388492.0,1891.0,8
