,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1736777445000,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,292000.0,1203000.0,,,1260.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777450000,10.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,10.0,10.0,2560000.0,1937.0,,,1010.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777455000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,2304000.0,341.0,,,884.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777460000,10.0,18.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,10.0,10.0,2560000.0,248.0,,,975.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777465000,9.0,19.0,,,1.0,0.0,0.0,10.0,1.0,,,0.0,9.0,9.0,2304000.0,406.0,,,13.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777470000,10.0,19.0,,,1.0,0.0,0.0,10.0,1.0,,,0.0,10.0,10.0,2560000.0,524.0,,,12.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777475000,8.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,8.0,2349000.0,1767.0,,,30757.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777480000,10.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,10.0,10.0,17.0,591.0,,,3686.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777485000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,15.0,904.0,,,122.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777490000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,29.0,1821.0,,,6376000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777495000,10.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,10.0,10.0,85.0,742.0,,,362.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777500000,9.0,20.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,127.0,667.0,,,852.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777505000,10.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,10.0,10.0,433.0,2068.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777510000,4.0,21.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,4.0,423.0,653.0,,,10312.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777515000,9.0,20.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,238698000.0,1119.0,,,805.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777520000,9.0,21.0,,,0.0,0.0,0.0,11.0,0.0,,,0.0,9.0,9.0,165186000.0,689.0,,,1055.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777525000,9.0,21.0,,,0.0,0.0,0.0,11.0,0.0,,,0.0,9.0,9.0,14913000.0,689.0,,,1004.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777530000,9.0,21.0,,,0.0,0.0,0.0,11.0,0.0,,,0.0,9.0,9.0,2304000.0,689.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777535000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,16.0,230030000.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777540000,7.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,7.0,10.0,10.0,2177.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777545000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,2304000.0,841.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777550000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,2304000.0,841.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777555000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,2304000.0,841.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777560000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,26.0,1385.0,,,1217.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777565000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,77.0,1044.0,,,1019.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777570000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,30735000.0,1713.0,,,1205.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777575000,10.0,18.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,10.0,10.0,304.0,951.0,,,1018.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777580000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,572.0,881.0,,,628.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777585000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,8.0,9.0,140877000.0,1423.0,,,812.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777590000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,10.0,9.0,19570000.0,717.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777595000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,10.0,9.0,2560000.0,717.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777600000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,8.0,9.0,30.0,1544.0,,,1097.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777605000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,5.0,9.0,72.0,2155.0,,,3291.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777610000,10.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,10.0,10.0,3340000.0,900.0,,,1228.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777615000,10.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,10.0,10.0,2560000.0,900.0,,,1017.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777620000,10.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,10.0,10.0,2560000.0,900.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777625000,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,9.0,364.0,,,1359.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777630000,,,,,,,,,,,,,,,,,,,,,
1736777655000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777660000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777665000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777670000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777675000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777680000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777685000,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,,16260000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777690000,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,2962000.0,4424000.0,0.0,,1328000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777695000,9.0,9.0,19.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,9.0,240.0,375.0,232460000.0,,256000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777700000,9.0,11.0,7.0,,0.0,0.0,0.0,13.0,0.0,0.0,,0.0,9.0,9.0,84258000.0,667.0,473.0,,53.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777705000,9.0,15.0,19.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,7.0,9.0,118.0,372.0,1427.0,,1185.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777710000,9.0,7.0,9.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,8.0,9.0,180.0,177882000.0,329.0,,1016.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777715000,9.0,21.0,5.0,,0.0,0.0,0.0,9.0,0.0,0.0,,0.0,8.0,8.0,1669.0,1616.0,271.0,,833.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777720000,10.0,20.0,19.0,,0.0,0.0,0.0,13.0,0.0,0.0,,0.0,10.0,10.0,179720000.0,1548.0,271.0,,1193.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777725000,10.0,20.0,19.0,,0.0,0.0,0.0,13.0,0.0,0.0,,0.0,10.0,10.0,14680000.0,1548.0,271.0,,1017.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777730000,9.0,2.0,20.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,3717000.0,10393000.0,390698.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777735000,9.0,10.0,7.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,8.0,9.0,27.0,537.0,614.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777740000,9.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,537.0,227.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777745000,1.0,17.0,15.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,10.0,2.0,15.0,656.0,523.0,,555.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777750000,9.0,19.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,1470.0,132.0,,555.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777755000,1.0,13.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,,0.0,1.0,1.0,5.0,799.0,29647000.0,,1240.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777760000,9.0,21.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,10.0,9.0,99.0,898.0,24307000.0,,1068.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777765000,0.0,18.0,13.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,3.0,107.0,705.0,1217.0,,1126.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777770000,9.0,17.0,20.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,7.0,9.0,755.0,906.0,606.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777775000,9.0,19.0,20.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,63333000.0,878.0,606.0,,4879.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777780000,7.0,18.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,10.0,10.0,43.0,56703.0,264.0,,1313.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777785000,9.0,20.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,5.0,9.0,31.0,502.0,223.0,,351.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777790000,9.0,19.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,5.0,693.0,4346.0,190.0,,1212.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777795000,9.0,20.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,181683000.0,1698.0,417.0,,12518.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777800000,9.0,20.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,571.0,857.0,117.0,,2038.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777805000,9.0,19.0,18.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,194769000.0,2265.0,24268000.0,,560.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777810000,9.0,19.0,18.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,17595000.0,2265.0,24268000.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777815000,9.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,2265.0,21843000.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777820000,8.0,18.0,8.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,2979000.0,1108.0,594.0,,1384.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777825000,9.0,19.0,12.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,3843000.0,8488.0,207529000.0,,9123.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777830000,9.0,19.0,16.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,8488.0,177882000.0,,1659.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777835000,9.0,18.0,1.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,4.0,9.0,8.0,1964.0,394.0,,49.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777840000,6.0,18.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,1.0,13.0,954.0,462921.0,,208.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777845000,9.0,16.0,12.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,9.0,51.0,795.0,2250.0,,1290.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777850000,8.0,20.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,601.0,1230.0,125.0,,2706.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777855000,9.0,19.0,19.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,1604.0,2186.0,198.0,,224.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777860000,9.0,18.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,28773000.0,1933.0,29395000.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777865000,9.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,8118000.0,196660000.0,841.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777870000,9.0,18.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,1.0,7.0,375.0,943.0,29647000.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777875000,9.0,19.0,18.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,107388000.0,715.0,26823000.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777880000,9.0,19.0,18.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,8748000.0,715.0,26823000.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777885000,9.0,19.0,19.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,715.0,12359.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777890000,9.0,18.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,7.0,477.0,5107.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777895000,9.0,17.0,15.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,5724000.0,1804.0,5437.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777900000,9.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,43.0,1268.0,269.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777905000,0.0,5.0,5.0,,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,17.0,447.0,434.0,,1261.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777910000,0.0,3.0,,,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,127.0,53892000.0,,,1023.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777915000,,,,,,,,,,,,,,,,,,,,,
1736777950000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777955000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777960000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777965000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777970000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777975000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777980000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777985000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777990000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736777995000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13309000.0,4889000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1086000.0,395000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778015000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256000.0,256000.0,36632.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1794.0,12043000.0,256000.0,256000.0,26090.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778025000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.0,1087000.0,256000.0,256000.0,3227.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778030000,2.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,730.0,234.0,193.0,210.0,815.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778035000,10.0,17.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,10.0,10.0,227.0,615.0,77.0,138.0,825.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778040000,9.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0,9.0,7812000.0,1453.0,551.0,806.0,686.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778045000,9.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,7722000.0,1007.0,1640.0,2315.0,968.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778050000,10.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,9.0,4700000.0,892.0,920.0,698.0,996.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778055000,8.0,19.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,10728000.0,5479.0,532.0,29647000.0,8558.0,-9.223372036854775e+18,-9.223372036854775e+18
1736778060000,9.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,153.0,1074.0,496.0,23983000.0,292.0,-9.223372036854775e+18,-9.223372036854775e+18
