,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1736814020000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2520000.0,118.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814025000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,2.0,,,,,,,,0.0,9.0,9.0,2304000.0,118.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814030000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,451.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814035000,9.0,19.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,10.0,9.0,2.0,134.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814040000,9.0,20.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,10.0,9.0,2736000.0,245.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814045000,9.0,19.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,6111000.0,1671.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814050000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,3330000.0,118.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814055000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,118.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814060000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,10305000.0,134.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814065000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,134.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814070000,9.0,21.0,,,,,,,,0.0,0.0,0.0,11.0,0.0,,,,,,,,0.0,9.0,9.0,2.0,276.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814075000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,3159000.0,659.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814080000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,2.0,,,,,,,,0.0,9.0,9.0,2304000.0,659.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814085000,9.0,19.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,9.0,9.0,163.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814090000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,3015000.0,134.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814095000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,134.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814100000,9.0,19.0,,,,,,,,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.0,9.0,9.0,3924000.0,248.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814105000,9.0,19.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,9.0,9.0,3897000.0,475.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814110000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,125.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814115000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,7182000.0,125.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814120000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,125.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814125000,9.0,18.0,,,,,,,,0.0,0.0,0.0,8.0,0.0,,,,,,,,0.0,9.0,9.0,7.0,863.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814130000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,5535000.0,125.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814135000,9.0,19.0,,,,,,,,2.0,0.0,0.0,10.0,2.0,,,,,,,,0.0,9.0,9.0,2304000.0,125.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814140000,9.0,19.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,6.0,9.0,4.0,106.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814145000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,106.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814150000,9.0,18.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,,,,,,,,0.0,9.0,6.0,2.0,305.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814155000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,7623000.0,118.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814160000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,2.0,,,,,,,,0.0,9.0,9.0,2304000.0,118.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814165000,9.0,19.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,9.0,9.0,2.0,199.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814170000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,125.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814175000,9.0,19.0,,,,,,,,1.0,0.0,0.0,10.0,1.0,,,,,,,,0.0,9.0,9.0,2304000.0,125.0,,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814180000,9.0,19.0,,,,,,,,0.0,0.0,0.0,9.0,0.0,,,,,,,,0.0,9.0,9.0,4.0,554.0,,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814185000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736814210000,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,14711000.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814215000,1.0,17.0,0.0,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,,,,,,,0.0,6.0,6.0,238.0,2167.0,67.0,,,,,,,21509.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814220000,3.0,10.0,0.0,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,,,,,,,0.0,1.0,1.0,4.0,259.0,59.0,,,,,,,3958.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814225000,9.0,17.0,19.0,,,,,,,1.0,0.0,0.0,11.0,1.0,1.0,,,,,,,0.0,9.0,9.0,88704000.0,904.0,22.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814230000,6.0,16.0,0.0,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,,,,,,,0.0,1.0,9.0,3.0,336.0,16.0,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814235000,9.0,19.0,0.0,,,,,,,1.0,0.0,0.0,11.0,1.0,1.0,,,,,,,0.0,9.0,9.0,12582000.0,150.0,29556000.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814240000,9.0,19.0,17.0,,,,,,,1.0,0.0,0.0,10.0,1.0,1.0,,,,,,,0.0,9.0,9.0,16416000.0,342.0,926562.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814245000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,11.0,1.0,1.0,,,,,,,0.0,9.0,9.0,2.0,182.0,296470000.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814250000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,10.0,1.0,1.0,,,,,,,0.0,9.0,9.0,7911000.0,139.0,30.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814255000,9.0,16.0,19.0,,,,,,,0.0,0.0,0.0,10.0,0.0,1.0,,,,,,,0.0,10.0,9.0,1.0,223.0,33.0,,,,,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814260000,9.0,12.0,0.0,,,,,,,0.0,0.0,0.0,12.0,0.0,0.0,,,,,,,0.0,9.0,9.0,25.0,8313.0,36.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814265000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,11.0,1.0,1.0,,,,,,,0.0,9.0,9.0,3546000.0,167.0,18.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814270000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,11.0,1.0,1.0,,,,,,,0.0,9.0,9.0,25.0,296470000.0,169.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814275000,9.0,12.0,0.0,,,,,,,0.0,0.0,0.0,12.0,0.0,0.0,,,,,,,0.0,9.0,9.0,2304000.0,40730.0,37.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814280000,9.0,15.0,4.0,,,,,,,1.0,0.0,0.0,13.0,1.0,1.0,,,,,,,0.0,9.0,9.0,2304000.0,164.0,16.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814285000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,11.0,1.0,1.0,,,,,,,0.0,9.0,9.0,4527000.0,167.0,16.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814290000,10.0,17.0,0.0,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,,,,,,,0.0,9.0,1.0,1.0,136.0,270.0,,,,,,,242.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814295000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,10.0,1.0,1.0,,,,,,,0.0,9.0,9.0,2304000.0,120.0,15.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814300000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,11.0,1.0,1.0,,,,,,,0.0,9.0,9.0,4950000.0,252.0,28.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814305000,9.0,19.0,0.0,,,,,,,0.0,0.0,0.0,11.0,0.0,0.0,,,,,,,0.0,9.0,9.0,0.0,129.0,18.0,,,,,,,2.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814310000,9.0,17.0,0.0,,,,,,,1.0,0.0,0.0,11.0,1.0,1.0,,,,,,,0.0,9.0,9.0,2304000.0,231.0,22.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814315000,9.0,18.0,0.0,,,,,,,0.0,0.0,0.0,11.0,0.0,0.0,,,,,,,0.0,9.0,9.0,1.0,154.0,16.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814320000,9.0,19.0,7.0,,,,,,,1.0,0.0,0.0,10.0,1.0,0.0,,,,,,,0.0,9.0,9.0,2304000.0,150.0,35.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814325000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,10.0,2.0,1.0,,,,,,,0.0,9.0,9.0,4797000.0,154.0,15.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814330000,9.0,19.0,20.0,,,,,,,0.0,0.0,0.0,10.0,0.0,1.0,,,,,,,0.0,10.0,9.0,4.0,818.0,46.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814335000,9.0,19.0,0.0,,,,,,,1.0,0.0,0.0,10.0,2.0,0.0,,,,,,,0.0,9.0,9.0,2304000.0,204.0,33.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814340000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,10.0,1.0,1.0,,,,,,,0.0,9.0,9.0,2304000.0,150.0,60.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814345000,9.0,19.0,15.0,,,,,,,1.0,0.0,0.0,10.0,1.0,1.0,,,,,,,0.0,9.0,9.0,7326000.0,154.0,15.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814350000,9.0,19.0,0.0,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,,,,,,,0.0,0.0,9.0,0.0,150.0,18.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814355000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,11.0,1.0,1.0,,,,,,,0.0,9.0,9.0,2304000.0,201.0,22.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814360000,9.0,19.0,16.0,,,,,,,1.0,0.0,0.0,10.0,2.0,1.0,,,,,,,0.0,10.0,9.0,4887000.0,154.0,15.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814365000,9.0,18.0,19.0,,,,,,,0.0,0.0,0.0,11.0,0.0,1.0,,,,,,,0.0,9.0,9.0,1.0,139.0,15.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814370000,9.0,12.0,1.0,,,,,,,0.0,0.0,0.0,12.0,0.0,0.0,,,,,,,0.0,9.0,9.0,1.0,3955.0,100.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814375000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,11.0,1.0,1.0,,,,,,,0.0,9.0,9.0,2655000.0,154.0,15.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814380000,9.0,19.0,0.0,,,,,,,2.0,0.0,0.0,12.0,1.0,1.0,,,,,,,0.0,9.0,9.0,2313000.0,167.0,3551.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814385000,9.0,18.0,0.0,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,,,,,,,0.0,1.0,1.0,0.0,131.0,20.0,,,,,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814390000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,12.0,1.0,1.0,,,,,,,0.0,9.0,9.0,2907000.0,167.0,40.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814395000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,11.0,1.0,1.0,,,,,,,0.0,9.0,9.0,2736000.0,155.0,16.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814400000,1.0,17.0,19.0,,,,,,,0.0,0.0,0.0,8.0,0.0,1.0,,,,,,,0.0,9.0,1.0,1.0,168.0,16.0,,,,,,,4.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814405000,9.0,12.0,0.0,,,,,,,0.0,0.0,0.0,12.0,0.0,0.0,,,,,,,0.0,9.0,9.0,3.0,7185.0,51.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814410000,9.0,19.0,19.0,,,,,,,2.0,0.0,0.0,11.0,2.0,1.0,,,,,,,0.0,9.0,9.0,2304000.0,113.0,14.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814415000,9.0,19.0,17.0,,,,,,,1.0,0.0,0.0,11.0,1.0,1.0,,,,,,,0.0,9.0,9.0,6624000.0,251.0,101.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814420000,6.0,6.0,1.0,,,,,,,0.0,0.0,0.0,8.0,0.0,0.0,,,,,,,0.0,10.0,9.0,1.0,100.0,20.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814425000,9.0,18.0,0.0,,,,,,,1.0,0.0,0.0,12.0,1.0,0.0,,,,,,,0.0,9.0,9.0,2304000.0,168.0,29647000.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814430000,9.0,19.0,19.0,,,,,,,1.0,0.0,0.0,11.0,1.0,1.0,,,,,,,0.0,9.0,9.0,2718000.0,123.0,16.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736814435000,1.0,18.0,19.0,,,,,,,0.0,0.0,0.0,9.0,0.0,1.0,,,,,,,0.0,9.0,1.0,0.0,139.0,36.0,,,,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
