,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1736824755000,271.7,91.8833333333,0.0,0.0,406.15,279.1666666666,272.5666666666,402.3666666666,266.45,403.3833333333,406.3833333333,403.6,280.6833333333,255.0666666666,405.8166666666,144.0833333333,,,,,,,,,,,,,,,,
1736824760000,855.4833333333,407.0,320.1833333333,409.5166666666,1009.7833333333,940.5,935.4666666666,1004.7666666666,925.9333333333,1002.7166666666,1011.1333333333,1006.6333333333,940.4333333333,897.25,1008.1666666666,401.85,,,,,,,,,,,,,,,,
1736824765000,1542.1666666666,1220.5666666666,989.0666666666,1017.0833333333,1868.0,1720.9,1741.35,1856.95,1724.7333333333,1855.7166666666,1870.5666666666,1860.95,1725.35,1683.9166666666,1986.4,1253.5166666666,,,,,,,,,,,,,,,,
1736824770000,2543.9333333332997,2095.0166666666,1768.5,1880.7666666666,2805.4,2508.0833333333,2545.6833333332997,2776.0666666666,2519.6166666666,2773.9666666666,2797.5333333332997,2794.5,2515.9,2509.2333333333,2837.75,2198.6166666666,,,,,,,,,,,,,,,,
1736824775000,3928.28333333,2921.9333333332997,2526.8333333333,2893.35,4168.56666667,3855.41666667,3933.71666667,4141.55,3891.81666667,4138.8,4131.05,4163.58333333,3877.23333333,3816.26666667,4200.96666667,3070.3166666665998,,,,,,,,,,,,,,,,
1736824780000,4693.71666667,4357.25,3905.65,4273.8,5081.0,4814.41666667,4903.91666667,5049.86666667,4857.03333333,5047.75,5067.75,5060.11666667,4830.68333333,4814.26666667,5069.3,4300.45,,,,,,,,,,,,,,,,
1736824785000,5788.733333329999,5263.53333333,4866.66666667,5115.75,6178.15,5766.85,5762.35,6142.66666667,5706.8,6121.366666670001,6065.4,6153.866666670001,5677.76666667,5663.4,6174.65,5286.26666667,,,,,,,,,,,,,,,,
1736824790000,6854.383333329999,6188.21666667,5877.933333329999,6227.933333329999,7237.45,6730.3,6859.683333329999,7186.58333333,6794.383333329999,7157.483333329999,7125.733333329999,7206.933333329999,6760.9,6742.65,7260.5,6343.1,,,,,,,,,,,,,,,,
1736824795000,7860.58333333,7328.6,6808.26666666,7371.35,8180.45,7778.06666666,7899.11666666,8127.483333329999,7827.26666666,8118.06666666,8076.56666666,8144.01666666,7807.0,7740.36666666,8198.76666666,7372.0,,,,,,,,,,,,,,,,
1736824800000,8850.96666666,8336.55,7865.01666666,8303.23333333,9294.48333333,8741.91666666,8858.73333333,9236.16666666,8771.86666666,9221.91666666,9088.91666666,9238.0,8776.5,8703.11666666,9272.533333329999,8241.883333329999,,,,,,,,,,,,,,,,
1736824805000,9932.08333333,9383.2,8910.16666666,9355.18333333,10411.35,9869.51666666,10031.383333329999,10343.76666666,9935.58333333,10331.83333333,10179.533333329999,10363.66666666,9908.21666666,9837.65,10383.31666666,9286.133333329999,,,,,,,,,,,,,,,,
1736824810000,11110.633333329999,10508.6,10036.11666666,10497.83333333,11497.98333333,10937.75,11100.883333329999,11422.4,10994.96666666,11409.33333333,11281.66666666,11445.95,10980.01666666,10894.383333329999,11468.46666666,10579.58333333,,,,,,,,,,,,,,,,
1736824815000,11755.45,11533.68333333,11112.81666666,11624.35,12160.3,11772.18333333,11995.533333329999,12081.866666659998,11871.1,12066.43333333,12147.23333333,12105.85,11817.133333329999,11777.25,12133.55,11384.71666666,,,,,,,,,,,,,,,,
1736824820000,12376.633333329999,12368.95,11950.31666666,12302.43333333,12600.81666666,12217.25,12456.83333333,12517.48333333,12335.31666666,12505.866666659998,12607.98333333,12543.66666666,12270.116666659998,12260.85,12677.55,12282.766666659998,,,,,,,,,,,,,,,,
1736824825000,12751.883333329999,12623.533333329999,12315.266666659998,12881.7,12905.48333333,12540.9,12564.91666666,12818.55,12668.55,12804.383333329999,12814.48333333,12845.0,12596.766666659998,12592.283333329999,12752.65,12599.966666659999,,,,,,,,,,,,,,,,
1736824830000,13013.65,12867.1,12653.23333333,12984.66666666,13183.95,12769.6,13025.133333329999,13098.23333333,12899.366666659998,13070.68333333,13103.516666659998,13124.16666666,12828.516666659998,12791.73333333,13119.216666659999,12727.0,,,,,,,,,,,,,,,,
1736824835000,12727.98333333,13057.283333329999,12921.383333329999,13207.283333329999,12930.716666659999,12508.283333329999,12737.033333329999,12849.216666659999,12619.95,12787.0,12892.0,12863.81666666,12556.0,12571.466666659999,12862.216666659999,12924.35,,,,,,,,,,,,,,,,
1736824840000,13066.43333333,12739.383333329999,12636.25,12936.516666659998,13022.633333329999,12614.58333333,12870.18333333,12934.58333333,12729.383333329999,12912.43333333,12833.9,12962.65,12670.116666659998,12638.23333333,13016.7,12805.1,,,,,,,,,,,,,,,,
1736824845000,13118.0,12911.866666659998,12753.48333333,13128.31666666,13356.08333333,12950.81666666,13294.83333333,13226.31666666,13162.68333333,13169.016666659998,13351.15,13367.31666666,13116.93333333,13059.45,13399.18333333,12901.81666666,,,,,,,,,,,,,,,,
1736824850000,13395.25,13488.68333333,13126.75,13526.33333333,13516.93333333,13166.56666666,13382.58333333,13427.18333333,13244.466666659999,13423.43333333,13428.033333329999,13451.75,13219.2,13119.45,13452.16666666,13145.716666659999,,,,,,,,,,,,,,,,
1736824855000,13542.1,13476.6,13393.3,13521.766666659998,13615.68333333,13257.65,13502.31666666,13523.68333333,13361.133333329999,13376.75,13594.116666659998,13551.95,13315.25,13256.533333329999,13541.766666659998,13190.98333333,,,,,,,,,,,,,,,,
1736824860000,13540.33333333,13565.033333329999,13432.633333329999,13653.033333329999,13595.766666659998,13327.05,13621.73333333,13489.98333333,13441.116666659998,13466.783333329999,13596.95,13549.116666659998,13391.6,13367.75,13573.533333329999,13437.56666666,,,,,,,,,,,,,,,,
1736824865000,13406.91666666,13600.41666666,13453.18333333,13689.98333333,13663.533333329999,13268.55,13552.45,13570.216666659999,13417.533333329999,13554.0,13724.33333333,13602.383333329999,13328.56666666,13334.016666659998,13658.133333329999,13563.116666659998,,,,,,,,,,,,,,,,
1736824870000,13415.06666666,13696.65,13417.383333329999,13760.016666659998,13743.23333333,13375.05,13675.033333329999,13586.216666659999,13538.23333333,13573.16666666,13903.73333333,13614.866666659998,13435.9,13448.466666659999,13819.533333329999,13439.83333333,,,,,,,,,,,,,,,,
1736824875000,13752.23333333,13792.83333333,13556.6,13939.633333329999,13735.48333333,13489.58333333,13765.75,13642.766666659998,13639.016666659998,13627.616666659998,13760.0,13672.0,13551.616666659998,13537.4,13752.1,13616.6,,,,,,,,,,,,,,,,
1736824880000,13600.31666666,13511.866666659998,13559.033333329999,13830.81666666,13752.75,13271.58333333,13463.366666659998,13660.783333329999,13334.533333329999,13643.283333329999,13728.2,13688.7,13386.23333333,13314.2,13610.41666666,13577.283333329999,,,,,,,,,,,,,,,,
1736824885000,13706.93333333,13711.633333329999,13504.75,13631.15,13658.866666659998,13198.616666659998,13692.383333329999,13567.93333333,13331.48333333,13550.98333333,13757.0,13596.68333333,13256.56666666,13226.616666659998,13621.516666659998,13449.95,,,,,,,,,,,,,,,,
1736824890000,13224.05,13598.1,13526.516666659998,13779.366666659998,13528.56666666,13207.8,13464.8,13449.2,13332.7,13444.133333329999,13441.633333329999,13472.33333333,13264.966666659999,13227.95,13515.866666659998,13490.81666666,,,,,,,,,,,,,,,,
1736824895000,13157.31666666,13577.58333333,13403.516666659998,13637.366666659998,13391.1,13137.31666666,13399.016666659998,13297.08333333,13263.6,13315.883333329999,13481.633333329999,13325.283333329999,13198.18333333,13157.633333329999,13341.3,13276.73333333,,,,,,,,,,,,,,,,
1736824900000,13374.616666659998,13607.16666666,13361.266666659998,13658.2,13694.58333333,13198.966666659999,13387.966666659999,13604.18333333,13272.06666666,13593.2,13698.633333329999,13631.033333329999,13279.3,13166.716666659999,13660.05,13320.91666666,,,,,,,,,,,,,,,,
1736824905000,13184.716666659999,13682.7,13466.4,13789.18333333,13239.9,13022.883333329999,13296.766666659998,13263.633333329999,13167.266666659998,13257.6,13236.5,13179.3,13082.25,13065.633333329999,13222.366666659998,13291.06666666,,,,,,,,,,,,,,,,
1736824910000,12939.93333333,13247.16666666,13092.466666659999,13328.283333329999,12999.68333333,12789.08333333,13076.48333333,12914.25,12953.383333329999,12910.65,13148.83333333,12941.05,12841.766666659998,12869.0,12961.83333333,13094.25,,,,,,,,,,,,,,,,
1736824915000,13058.73333333,12978.9,12852.033333329999,13067.466666659999,13220.783333329999,12808.6,13090.283333329999,13133.383333329999,12972.91666666,13251.81666666,13285.95,13162.05,12871.8,12901.966666659999,13192.366666659998,13027.6,,,,,,,,,,,,,,,,
1736824920000,13225.93333333,13330.4,13086.866666659998,13274.516666659998,13277.66666666,12903.633333329999,13166.95,13200.8,13086.033333329999,13201.93333333,13416.31666666,13218.5,12958.383333329999,12958.033333329999,13276.48333333,13164.466666659999,,,,,,,,,,,,,,,,
1736824925000,13263.116666659998,13226.033333329999,13002.05,13400.783333329999,13234.91666666,13000.9,13252.65,13146.95,13124.216666659999,13133.8,13214.68333333,13173.85,13061.05,13025.1,13179.033333329999,13136.633333329999,,,,,,,,,,,,,,,,
1736824930000,13318.5,13219.2,13089.83333333,13280.25,13209.633333329999,12890.56666666,13103.31666666,13185.08333333,12959.6,13167.43333333,13058.2,13214.133333329999,12940.9,12856.783333329999,13073.68333333,13098.23333333,,,,,,,,,,,,,,,,
1736824935000,13324.616666659998,13169.23333333,13032.25,13138.43333333,13339.016666659998,12881.25,13092.1,13169.283333329999,12952.08333333,13236.25,13150.15,13278.0,12927.516666659998,12861.05,13269.15,13005.116666659998,,,,,,,,,,,,,,,,
1736824940000,13335.2,13446.8,13063.98333333,13367.16666666,13370.0,13010.31666666,13346.98333333,13279.18333333,13213.3,13264.716666659999,13175.15,13308.48333333,13017.66666666,13031.05,13354.366666659998,13050.83333333,,,,,,,,,,,,,,,,
1736824945000,13107.8,13224.3,13126.866666659998,13467.65,13399.283333329999,13039.75,13266.25,13308.43333333,13116.033333329999,13294.4,13188.133333329999,13336.25,13100.7,13022.966666659999,13371.95,13109.85,,,,,,,,,,,,,,,,
1736824950000,13467.383333329999,13350.866666659998,13061.65,13443.18333333,13464.06666666,13193.66666666,13398.08333333,13371.366666659998,13239.766666659998,13358.2,13434.116666659998,13395.1,13228.383333329999,13131.45,13405.85,13168.65,,,,,,,,,,,,,,,,
1736824955000,13697.7,13551.33333333,13319.25,13534.08333333,13568.6,13258.3,13489.716666659999,13475.93333333,13332.516666659998,13473.35,13504.58333333,13437.466666659999,13304.116666659998,13231.616666659998,13549.23333333,13473.533333329999,,,,,,,,,,,,,,,,
1736824960000,13268.4,13464.216666659999,13337.31666666,13471.45,13384.2,13137.1,13404.06666666,13292.68333333,13266.43333333,13264.533333329999,13421.75,13251.81666666,13164.35,13167.766666659998,13350.2,13196.16666666,,,,,,,,,,,,,,,,
1736824965000,13421.8,13392.8,13208.883333329999,13452.3,13595.0,13180.116666659998,13436.4,13385.716666659999,13306.866666659998,13458.45,13527.2,13455.5,13245.16666666,13207.08333333,13488.533333329999,13397.41666666,,,,,,,,,,,,,,,,
1736824970000,13478.93333333,13533.883333329999,13360.216666659999,13598.3,13840.466666659999,13368.9,13626.783333329999,13752.2,13494.65,13726.65,13726.3,13779.16666666,13439.516666659998,13400.783333329999,13806.66666666,13359.35,,,,,,,,,,,,,,,,
1736824975000,13381.116666659998,13836.18333333,13547.48333333,13957.466666659999,13500.7,13340.9,13607.05,13408.533333329999,13464.35,13392.4,13558.783333329999,13436.6,13403.93333333,13361.56666666,13470.8,13556.23333333,,,,,,,,,,,,,,,,
1736824980000,13351.81666666,13455.366666659998,13360.15,13584.033333329999,13514.58333333,13249.016666659998,13501.116666659998,13422.1,13374.266666659998,13402.85,13466.16666666,13448.5,13321.216666659999,13274.58333333,13441.866666659998,13399.25,,,,,,,,,,,,,,,,
1736824985000,13742.23333333,13570.9,13415.966666659999,13564.3,13654.783333329999,13325.8,13584.68333333,13561.9,13414.18333333,13544.783333329999,13803.45,13591.05,13387.18333333,13314.56666666,13621.383333329999,13357.0,,,,,,,,,,,,,,,,
1736824990000,13463.45,13729.883333329999,13477.55,13777.716666659999,13661.4,13330.783333329999,13607.116666659998,13565.05,13490.4,13551.66666666,13716.58333333,13600.68333333,13394.383333329999,13391.716666659999,13652.08333333,13465.43333333,,,,,,,,,,,,,,,,
1736824995000,13405.533333329999,13560.05,13455.466666659999,13760.83333333,13584.41666666,13152.81666666,13428.466666659999,13573.16666666,13323.7,13474.383333329999,13676.6,13522.783333329999,13224.1,13222.8,13537.366666659998,13477.866666659998,,,,,,,,,,,,,,,,
1736825000000,13607.866666659998,13655.75,13412.41666666,13641.4,13478.55,13365.45,13624.66666666,13386.35,13470.283333329999,13370.15,13694.75,13415.35,13432.633333329999,13369.766666659998,13417.716666659999,13447.9,,,,,,,,,,,,,,,,
1736825005000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736825025000,,,,,0.0,0.0,,,0.0,,,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,,,
1736825030000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1736825035000,170.2833333333,0.0,29.533333333333,56.9833333333,170.6666666666,154.2666666666,170.8333333333,27.95,202.0166666666,38.6,0.0,155.6,167.05,0.0,0.0,173.1333333333,226.4,153.9833333333,0.0,167.3166666666,151.1,0.0,173.15,152.7166666666,,,,,,,,
1736825040000,378.4166666666,169.7166666666,154.0,224.35,399.75,552.5166666666,380.7833333333,226.45,793.1166666665999,227.5666666666,226.1666666666,537.75,569.15,171.0666666666,152.8833333333,373.7,826.5166666666,468.8666666666,226.3333333333,570.9333333333,341.3666666666,227.5833333333,372.65,518.2333333332999,,,,,,,,
1736825045000,1195.7666666666,415.6833333333,788.5,978.45,1266.6,1336.3833333333,1262.9333333333,835.7833333333,1364.1,894.4333333333,799.5666666666,1152.9666666666,1236.1833333333,726.9666666666,566.1833333333,1274.8,1534.8666666666,1265.5333333333,834.1166666666,1329.0666666666,1110.5666666666,817.35,1273.75,1272.8666666666,,,,,,,,
