,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1737577225000,33546.45,33365.8,,,,,,,,,,,,,,,,,,,,,,,,
1737577230000,33726.05,33582.8,,,,,,,,,,,,,,,,,,,,,,,,
1737577235000,34087.2,35024.91666666,,,,,,,,,,,,,,,,,,,,,,,,
1737577240000,35266.83333333,34316.06666666,,,,,,,,,,,,,,,,,,,,,,,,
1737577245000,30126.03333333,30958.28333333,,,,,,,,,,,,,,,,,,,,,,,,
1737577250000,31458.91666666,33423.2,,,,,,,,,,,,,,,,,,,,,,,,
1737577255000,33619.01666666,32972.11666666,,,,,,,,,,,,,,,,,,,,,,,,
1737577260000,35701.18333333,33474.7,,,,,,,,,,,,,,,,,,,,,,,,
1737577265000,35371.96666666,34621.9,,,,,,,,,,,,,,,,,,,,,,,,
1737577270000,33712.75,35031.466666659995,,,,,,,,,,,,,,,,,,,,,,,,
1737577275000,33149.65,33474.35,,,,,,,,,,,,,,,,,,,,,,,,
1737577280000,33307.66666666,33180.65,,,,,,,,,,,,,,,,,,,,,,,,
1737577285000,33178.6,33076.6,,,,,,,,,,,,,,,,,,,,,,,,
1737577290000,33725.95,33534.16666666,,,,,,,,,,,,,,,,,,,,,,,,
1737577295000,34451.7,33082.36666666,,,,,,,,,,,,,,,,,,,,,,,,
1737577300000,35549.03333333,35417.53333333,,,,,,,,,,,,,,,,,,,,,,,,
1737577305000,35012.65,34332.0,,,,,,,,,,,,,,,,,,,,,,,,
1737577310000,31460.883333330003,29738.766666659998,,,,,,,,,,,,,,,,,,,,,,,,
1737577315000,27899.23333333,28728.36666666,,,,,,,,,,,,,,,,,,,,,,,,
1737577320000,30672.583333330003,31119.316666659997,,,,,,,,,,,,,,,,,,,,,,,,
1737577325000,33431.233333330005,33943.63333333,,,,,,,,,,,,,,,,,,,,,,,,
1737577330000,34041.483333330005,33681.41666666,,,,,,,,,,,,,,,,,,,,,,,,
1737577335000,34215.7,33840.38333333,,,,,,,,,,,,,,,,,,,,,,,,
1737577340000,34141.75,33997.31666666,,,,,,,,,,,,,,,,,,,,,,,,
1737577345000,34450.06666666,34266.78333333,,,,,,,,,,,,,,,,,,,,,,,,
1737577350000,34101.63333333,33970.01666666,,,,,,,,,,,,,,,,,,,,,,,,
1737577355000,34280.0,34200.01666666,,,,,,,,,,,,,,,,,,,,,,,,
1737577360000,34226.95,34285.83333333,,,,,,,,,,,,,,,,,,,,,,,,
1737577365000,34427.53333333,34599.16666666,,,,,,,,,,,,,,,,,,,,,,,,
1737577370000,34011.85,34831.31666666,,,,,,,,,,,,,,,,,,,,,,,,
1737577375000,36311.7,35470.55,,,,,,,,,,,,,,,,,,,,,,,,
1737577380000,30795.583333330003,30559.1,,,,,,,,,,,,,,,,,,,,,,,,
1737577385000,32618.5,32189.316666659997,,,,,,,,,,,,,,,,,,,,,,,,
1737577390000,35312.466666659995,33930.78333333,,,,,,,,,,,,,,,,,,,,,,,,
1737577395000,34216.55,33835.216666659995,,,,,,,,,,,,,,,,,,,,,,,,
1737577400000,,,,,,,,,,,,,,,,,,,,,,,,,,
1737577420000,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1737577425000,0.0,0.0,4440.36666667,4315.71666667,,,,,,,,,,,,,,,,,,,,,,
1737577430000,5128.28333333,5677.43333333,7395.85,7331.61666666,,,,,,,,,,,,,,,,,,,,,,
1737577435000,7416.733333329999,7645.16666666,9870.98333333,9831.9,,,,,,,,,,,,,,,,,,,,,,
1737577440000,10294.5,10273.133333329999,11637.45,11546.7,,,,,,,,,,,,,,,,,,,,,,
1737577445000,11681.133333329999,12222.3,14807.6,14669.45,,,,,,,,,,,,,,,,,,,,,,
1737577450000,14846.58333333,16011.383333329999,18251.96666666,18105.15,,,,,,,,,,,,,,,,,,,,,,
1737577455000,18434.516666659998,19169.43333333,20699.233333329998,20536.15,,,,,,,,,,,,,,,,,,,,,,
1737577460000,20763.11666666,20879.58333333,23641.96666666,23459.41666666,,,,,,,,,,,,,,,,,,,,,,
1737577465000,23713.23333333,23580.266666659998,25109.98333333,24902.16666666,,,,,,,,,,,,,,,,,,,,,,
1737577470000,25525.28333333,26392.2,27909.91666666,27691.4,,,,,,,,,,,,,,,,,,,,,,
1737577475000,28005.3,27951.73333333,30385.05,30165.766666659998,,,,,,,,,,,,,,,,,,,,,,
1737577480000,30909.333333330003,30735.85,32206.683333330002,31955.333333330003,,,,,,,,,,,,,,,,,,,,,,
1737577485000,32295.71666666,33451.2,30644.2,30485.86666666,,,,,,,,,,,,,,,,,,,,,,
1737577490000,30066.583333330003,29317.46666666,30245.6,30014.85,,,,,,,,,,,,,,,,,,,,,,
1737577495000,30736.433333330002,30279.95,29694.766666659998,29430.85,,,,,,,,,,,,,,,,,,,,,,
1737577500000,29409.383333330003,30350.5,30822.11666666,30587.61666666,,,,,,,,,,,,,,,,,,,,,,
1737577505000,30898.683333330002,30130.96666666,29958.55,29748.45,,,,,,,,,,,,,,,,,,,,,,
1737577510000,30641.933333330002,29222.816666659997,28435.683333330002,28219.133333330003,,,,,,,,,,,,,,,,,,,,,,
1737577515000,28400.85,27918.61666666,29356.316666659997,29134.083333330003,,,,,,,,,,,,,,,,,,,,,,
1737577520000,29664.7,30695.833333330003,30648.5,30417.133333330003,,,,,,,,,,,,,,,,,,,,,,
1737577525000,31137.36666666,30982.883333330003,31129.45,30898.066666659997,,,,,,,,,,,,,,,,,,,,,,
1737577530000,30886.566666659997,31011.4,31182.73333333,30930.75,,,,,,,,,,,,,,,,,,,,,,
1737577535000,31272.61666666,30980.45,30497.96666666,30237.23333333,,,,,,,,,,,,,,,,,,,,,,
1737577540000,30588.75,31037.85,31333.78333333,31091.75,,,,,,,,,,,,,,,,,,,,,,
1737577545000,31415.1,31230.53333333,31176.85,30936.46666666,,,,,,,,,,,,,,,,,,,,,,
1737577550000,31267.36666666,31096.36666666,30410.183333330002,30171.566666659997,,,,,,,,,,,,,,,,,,,,,,
1737577555000,30669.633333330003,31363.066666659997,31297.0,31054.78333333,,,,,,,,,,,,,,,,,,,,,,
1737577560000,31389.65,30935.23333333,31340.75,31076.35,,,,,,,,,,,,,,,,,,,,,,
1737577565000,31448.583333330003,31247.766666659998,30376.633333330003,30127.15,,,,,,,,,,,,,,,,,,,,,,
1737577570000,30451.566666659997,31182.2,31388.6,31129.6,,,,,,,,,,,,,,,,,,,,,,
1737577575000,31482.36666666,31258.3,30875.35,30649.683333330002,,,,,,,,,,,,,,,,,,,,,,
1737577580000,30798.133333330003,29182.61666666,27239.333333330003,26998.816666659997,,,,,,,,,,,,,,,,,,,,,,
1737577585000,26936.35,28366.583333330003,31445.21666666,31195.933333330002,,,,,,,,,,,,,,,,,,,,,,
1737577590000,31531.183333330002,30067.23333333,29732.583333330003,29532.816666659997,,,,,,,,,,,,,,,,,,,,,,
1737577595000,30086.05,31428.11666666,30921.85,30670.41666666,,,,,,,,,,,,,,,,,,,,,,
1737577600000,30597.883333330003,29900.78333333,30932.45,30690.433333330002,,,,,,,,,,,,,,,,,,,,,,
1737577605000,31459.5,29997.66666666,30070.383333330003,29841.41666666,,,,,,,,,,,,,,,,,,,,,,
1737577610000,30170.85,31425.7,31280.833333330003,31017.1,,,,,,,,,,,,,,,,,,,,,,
1737577615000,30792.183333330002,29785.3,30282.2,30030.66666666,,,,,,,,,,,,,,,,,,,,,,
1737577620000,30912.816666659997,30461.183333330002,29771.633333330003,29551.35,,,,,,,,,,,,,,,,,,,,,,
1737577625000,29841.78333333,31234.316666659997,31729.6,31480.833333330003,,,,,,,,,,,,,,,,,,,,,,
1737577630000,31265.96666666,30193.65,30565.333333330003,30335.883333330003,,,,,,,,,,,,,,,,,,,,,,
1737577635000,31326.86666666,30978.183333330002,30253.65,29990.03333333,,,,,,,,,,,,,,,,,,,,,,
1737577640000,30304.35,31344.86666666,32778.33333333,32541.45,,,,,,,,,,,,,,,,,,,,,,
1737577645000,32894.06666666,31098.016666659998,28240.45,28018.1,,,,,,,,,,,,,,,,,,,,,,
1737577650000,28665.6,28475.9,29999.75,29733.71666666,,,,,,,,,,,,,,,,,,,,,,
1737577655000,30112.11666666,29435.16666666,31096.46666666,30862.85,,,,,,,,,,,,,,,,,,,,,,
1737577660000,31197.85,31570.066666659997,31203.3,30950.86666666,,,,,,,,,,,,,,,,,,,,,,
1737577665000,30905.78333333,30683.45,31003.35,30774.516666659998,,,,,,,,,,,,,,,,,,,,,,
1737577670000,31681.03333333,30722.4,,,,,,,,,,,,,,,,,,,,,,,,
1737577675000,,,,,,,,,,,,,,,,,,,,,,,,,,
1737577695000,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,
1737577700000,0.0,627.6666666666,0.0,0.0,772.1,779.8333333333,0.0,0.0,,,,,,,,,,,,,,,,,,
1737577705000,656.35,2634.9166666666,915.7,1296.7666666666,2906.5833333333,2942.2833333332997,655.2666666666,597.6,,,,,,,,,,,,,,,,,,
1737577710000,2599.9666666666,4432.65,2969.3,2984.5333333332997,4394.35,4437.56666667,2644.4666666666,2548.9166666666,,,,,,,,,,,,,,,,,,
1737577715000,4430.18333333,7225.95,4499.75,4850.66666667,7372.983333329999,7453.3,4353.2,4412.7,,,,,,,,,,,,,,,,,,
1737577720000,7323.28333333,9292.05,7383.0,8210.91666666,9499.86666666,9584.883333329999,7176.55,7139.683333329999,,,,,,,,,,,,,,,,,,
1737577725000,9396.95,11054.01666666,9494.75,9777.23333333,11323.71666666,11450.85,9218.1,9203.68333333,,,,,,,,,,,,,,,,,,
1737577730000,11042.033333329999,13266.56666666,11522.0,11746.5,13252.91666666,13436.633333329999,10841.33333333,11012.68333333,,,,,,,,,,,,,,,,,,
1737577735000,13264.9,15603.48333333,13572.06666666,14000.016666659998,15467.7,15628.4,13028.15,13212.85,,,,,,,,,,,,,,,,,,
1737577740000,15608.35,17603.43333333,15704.75,16237.533333329999,17460.38333333,17650.4,15303.5,15544.85,,,,,,,,,,,,,,,,,,
1737577745000,17603.733333329998,19900.43333333,17903.21666666,18421.41666666,19731.78333333,19930.88333333,17288.08333333,17533.41666666,,,,,,,,,,,,,,,,,,
1737577750000,19904.0,22083.7,19771.03333333,20494.46666666,21905.68333333,22118.83333333,19542.21666666,19824.5,,,,,,,,,,,,,,,,,,
1737577755000,22087.2,24346.03333333,21892.83333333,22797.05,24184.766666659998,24416.85,21687.983333329998,21999.43333333,,,,,,,,,,,,,,,,,,
1737577760000,24382.48333333,25699.16666666,24169.85,24863.583333330003,25343.95,25590.3,23918.75,24241.05,,,,,,,,,,,,,,,,,,
1737577765000,25674.066666659997,25857.78333333,25183.766666659998,25636.766666659998,25358.48333333,25597.65,25199.21666666,25628.016666659998,,,,,,,,,,,,,,,,,,
1737577770000,25897.95,26183.78333333,25277.833333330003,26062.53333333,25983.566666659997,26235.3,25337.73333333,25834.25,,,,,,,,,,,,,,,,,,
1737577775000,26203.28333333,25303.516666659998,25858.85,26297.766666659998,25184.61666666,25487.23333333,25721.98333333,26088.8,,,,,,,,,,,,,,,,,,
1737577780000,25299.3,25662.16666666,25331.45,24979.3,25279.66666666,25529.53333333,24872.183333330002,25255.86666666,,,,,,,,,,,,,,,,,,
1737577785000,25660.35,26766.16666666,25265.933333330002,25758.03333333,26710.41666666,26952.8,25199.816666659997,25481.816666659997,,,,,,,,,,,,,,,,,,
1737577790000,27045.1,26521.016666659998,26486.9,26688.2,26558.4,26676.25,26614.03333333,26756.15,,,,,,,,,,,,,,,,,,
1737577795000,26531.316666659997,26302.75,26495.383333330003,26344.66666666,26488.183333330002,26786.883333330003,26083.3,26427.333333330003,,,,,,,,,,,,,,,,,,
1737577800000,26308.1,26510.016666659998,26507.78333333,26237.48333333,26700.9,26997.28333333,25854.8,26203.183333330002,,,,,,,,,,,,,,,,,,
1737577805000,26519.91666666,26435.36666666,26594.05,26346.36666666,26677.05,26930.46666666,26027.6,26414.583333330003,,,,,,,,,,,,,,,,,,
1737577810000,26480.66666666,26524.61666666,26830.48333333,26418.4,26679.066666659997,26939.85,26154.0,26291.566666659997,,,,,,,,,,,,,,,,,,
1737577815000,26533.516666659998,26673.66666666,26969.03333333,26365.7,26720.96666666,27035.48333333,26049.633333330003,26426.516666659998,,,,,,,,,,,,,,,,,,
1737577820000,26741.48333333,26610.066666659997,26799.016666659998,26693.61666666,26843.566666659997,27153.53333333,26264.35,26575.016666659998,,,,,,,,,,,,,,,,,,
1737577825000,26659.16666666,26632.23333333,27179.8,26685.183333330002,26801.9,27065.6,26356.36666666,26460.2,,,,,,,,,,,,,,,,,,
1737577830000,26637.833333330003,26805.98333333,27047.65,26809.3,26795.583333330003,27055.933333330002,26154.53333333,26531.91666666,,,,,,,,,,,,,,,,,,
1737577835000,26804.766666659998,26953.25,27118.933333330002,26722.016666659998,26629.23333333,26870.65,26323.71666666,26708.4,,,,,,,,,,,,,,,,,,
1737577840000,26871.8,26670.91666666,26848.35,27004.766666659998,26361.36666666,26630.883333330003,26369.05,26861.95,,,,,,,,,,,,,,,,,,
1737577845000,26582.0,25983.833333330003,26806.96666666,26709.833333330003,25270.9,25770.633333330003,26110.083333330003,26707.53333333,,,,,,,,,,,,,,,,,,
1737577850000,25731.333333330003,27368.65,25734.583333330003,26077.7,27025.766666659998,27401.11666666,25200.55,25794.933333330002,,,,,,,,,,,,,,,,,,
1737577855000,27372.66666666,26968.816666659997,26907.266666659998,27043.48333333,26740.86666666,27026.53333333,26838.53333333,27262.333333330003,,,,,,,,,,,,,,,,,,
1737577860000,26983.65,26985.316666659997,26824.133333330003,27071.566666659997,26838.86666666,27113.71666666,26703.133333330003,26867.683333330002,,,,,,,,,,,,,,,,,,
1737577865000,26990.5,27084.1,26777.7,26931.133333330003,26886.833333330003,27161.16666666,26513.433333330002,26884.5,,,,,,,,,,,,,,,,,,
1737577870000,27174.383333330003,27066.61666666,26726.15,26865.583333330003,26589.46666666,26949.316666659997,26660.65,26970.383333330003,,,,,,,,,,,,,,,,,,
1737577875000,27071.91666666,26776.28333333,26584.45,26920.05,26299.5,26827.15,26576.883333330003,26966.816666659997,,,,,,,,,,,,,,,,,,
1737577880000,26691.1,26983.11666666,26834.066666659997,26829.28333333,26815.933333330002,27085.65,26216.23333333,26687.71666666,,,,,,,,,,,,,,,,,,
1737577885000,26954.86666666,27025.98333333,26728.066666659997,26883.383333330003,26667.2,27080.61666666,26279.48333333,26934.633333330003,,,,,,,,,,,,,,,,,,
1737577890000,27034.433333330002,27225.2,26771.16666666,26816.583333330003,27007.8,27313.66666666,26538.45,26927.23333333,,,,,,,,,,,,,,,,,,
1737577895000,27057.9,27069.383333330003,26922.683333330002,27091.45,27099.833333330003,27356.41666666,26761.0,26979.0,,,,,,,,,,,,,,,,,,
1737577900000,27078.46666666,27329.333333330003,27033.16666666,27048.75,27111.883333330003,27614.4,26744.9,26953.66666666,,,,,,,,,,,,,,,,,,
1737577905000,27336.15,27270.3,27186.16666666,27170.78333333,27050.833333330003,27213.016666659998,26830.266666659998,27226.46666666,,,,,,,,,,,,,,,,,,
1737577910000,27277.21666666,26287.46666666,27080.96666666,27063.41666666,25869.7,26093.566666659997,26784.083333330003,27154.03333333,,,,,,,,,,,,,,,,,,
1737577915000,26294.98333333,26693.45,25928.85,26503.5,26117.6,26294.833333330003,25816.433333330002,26188.816666659997,,,,,,,,,,,,,,,,,,
1737577920000,26689.55,27311.95,25716.266666659998,26417.8,27024.8,27260.96666666,25992.3,26592.2,,,,,,,,,,,,,,,,,,
1737577925000,27317.35,27200.9,27055.5,27244.016666659998,26932.16666666,27187.766666659998,26818.833333330003,27211.566666659997,,,,,,,,,,,,,,,,,,
1737577930000,27079.66666666,27129.11666666,27103.36666666,27365.266666659998,27079.95,27245.75,26682.71666666,27156.11666666,,,,,,,,,,,,,,,,,,
1737577935000,27130.833333330003,27287.05,27106.5,27214.816666659997,27047.35,26991.75,26646.16666666,27027.03333333,,,,,,,,,,,,,,,,,,
1737577940000,27272.516666659998,27141.433333330002,26601.15,27166.05,26441.45,26641.066666659997,26801.03333333,27184.73333333,,,,,,,,,,,,,,,,,,
1737577945000,27135.2,,26144.85,26963.23333333,,,26657.6,27037.96666666,,,,,,,,,,,,,,,,,,
1737577950000,,,,,,,,,,,,,,,,,,,,,,,,,,
1737577970000,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,
1737577975000,0.0,0.0,0.0,493.55,0.0,0.0,0.0,0.0,486.1833333333,0.0,0.0,0.0,0.0,484.3666666666,0.0,0.0,,,,,,,,,,
1737577980000,490.4333333333,490.4833333333,759.6,1571.1833333332997,0.0,707.0,492.0166666666,747.75,1717.8333333332998,721.7333333333,703.9333333333,653.5,693.05,1684.6,821.0666666666,486.95,,,,,,,,,,
1737577985000,1768.1666666666,1548.2833333332999,1979.8833333332998,3511.6,731.05,1931.1833333332997,1543.8666666666,1985.6833333332997,3560.91666667,1912.9833333333,1780.75,1771.0833333332998,1742.4166666666,3527.08333333,2027.25,1533.9666666666,,,,,,,,,,
1737577990000,3588.15,3497.01666667,3774.91666667,4811.18333333,1986.7833333332999,3672.51666667,3516.55,3794.01666667,4882.1,3691.98333333,3619.73333333,3589.95,3604.21666667,4863.63333333,3949.7,3499.86666667,,,,,,,,,,
1737577995000,5014.4,4760.73333333,5208.63333333,6269.866666670001,3812.28333333,5001.03333333,4816.06666667,5245.8,6433.766666670001,5020.53333333,5035.73333333,5024.0,4945.75,6422.41666667,5305.98333333,4800.38333333,,,,,,,,,,
1737578000000,6526.433333329999,6228.91666667,6804.46666666,8039.03333333,5215.26666667,6662.78333333,6422.4,6839.25,7963.483333329999,6752.633333329999,6583.616666670001,6539.566666670001,6438.5,8021.2,6945.71666666,6377.7,,,,,,,,,,
1737578005000,8287.61666666,7988.05,8231.98333333,9563.55,6866.78333333,8130.28333333,7948.46666666,8285.9,9676.18333333,8279.033333329999,8341.48333333,8302.56666666,8166.16666666,9638.43333333,8577.61666666,7895.683333329999,,,,,,,,,,
1737578010000,9802.51666666,9595.5,9956.6,11425.16666666,8340.9,9797.9,9673.46666666,10015.033333329999,11383.4,9874.55,9867.31666666,9822.01666666,9662.1,11297.86666666,10215.85,9604.61666666,,,,,,,,,,
1737578015000,11669.06666666,11350.61666666,11588.98333333,13202.533333329999,10083.55,11447.283333329999,11305.45,11671.65,12999.43333333,11657.08333333,11742.383333329999,11599.466666659999,11498.58333333,12901.31666666,11956.1,11210.98333333,,,,,,,,,,
1737578020000,13435.266666659998,13092.33333333,13401.05,14735.56666666,11750.56666666,13254.95,13079.33333333,13496.2,14723.966666659999,13474.93333333,13304.8,13141.56666666,13171.48333333,14661.25,13564.31666666,12990.93333333,,,,,,,,,,
